agent	faction	subtype
engineer	troy_main_dan_miletus	troy_agent_satyr
engineer	troy_main_dan_miletus	troy_agent_seer
general	troy_main_dan_miletus	troy_archer_skirmisher
general	troy_main_dan_miletus	troy_archer_trickster
general	troy_main_dan_miletus	troy_defender_aggro
general	troy_main_dan_miletus	troy_defender_quick
general	troy_main_dan_miletus	troy_defender_tank
general	troy_main_dan_miletus	troy_fighter_balanced
general	troy_main_dan_miletus	troy_fighter_disruptor
general	troy_main_dan_miletus	troy_fighter_killer
general	troy_main_dan_miletus	troy_warlord_tactician
general	troy_main_dan_miletus	troy_warlord_utility
general	troy_main_dan_miletus	troy_warlord_warmonger
minister	troy_main_dan_miletus	default
runesmith	troy_main_dan_miletus	default
spy	troy_main_dan_miletus	troy_agent_spy
wizard	troy_main_dan_miletus	default
champion	troy_main_dan_minyes	troy_agent_priest
colonel	troy_main_dan_minyes	troy_defender_aggro
colonel	troy_main_dan_minyes	troy_fighter_balanced
colonel	troy_main_dan_minyes	troy_fighter_disruptor
colonel	troy_main_dan_minyes	troy_fighter_killer
dignitary	troy_main_dan_minyes	troy_agent_envoy
engineer	troy_main_dan_minyes	troy_agent_gorgon
engineer	troy_main_dan_minyes	troy_agent_satyr
engineer	troy_main_dan_minyes	troy_agent_seer
general	troy_main_dan_minyes	troy_archer_skirmisher
general	troy_main_dan_minyes	troy_archer_trickster
general	troy_main_dan_minyes	troy_defender_aggro
general	troy_main_dan_minyes	troy_defender_quick
general	troy_main_dan_minyes	troy_defender_tank
general	troy_main_dan_minyes	troy_fighter_balanced
general	troy_main_dan_minyes	troy_fighter_disruptor
general	troy_main_dan_minyes	troy_fighter_killer
general	troy_main_dan_minyes	troy_warlord_tactician
general	troy_main_dan_minyes	troy_warlord_utility
general	troy_main_dan_minyes	troy_warlord_warmonger
minister	troy_main_dan_minyes	default
runesmith	troy_main_dan_minyes	default
spy	troy_main_dan_minyes	troy_agent_spy
wizard	troy_main_dan_minyes	default
champion	troy_main_dan_mycenae_separatists	troy_agent_priest
colonel	troy_main_dan_mycenae_separatists	troy_defender_aggro
colonel	troy_main_dan_mycenae_separatists	troy_fighter_balanced
colonel	troy_main_dan_mycenae_separatists	troy_fighter_disruptor
colonel	troy_main_dan_mycenae_separatists	troy_fighter_killer
dignitary	troy_main_dan_mycenae_separatists	troy_agent_envoy
general	troy_main_dan_mycenae_separatists	troy_archer_skirmisher
general	troy_main_dan_mycenae_separatists	troy_archer_trickster
general	troy_main_dan_mycenae_separatists	troy_defender_aggro
general	troy_main_dan_mycenae_separatists	troy_defender_quick
general	troy_main_dan_mycenae_separatists	troy_defender_tank
general	troy_main_dan_mycenae_separatists	troy_fighter_balanced
general	troy_main_dan_mycenae_separatists	troy_fighter_disruptor
general	troy_main_dan_mycenae_separatists	troy_fighter_killer
general	troy_main_dan_mycenae_separatists	troy_warlord_tactician
general	troy_main_dan_mycenae_separatists	troy_warlord_utility
general	troy_main_dan_mycenae_separatists	troy_warlord_warmonger
minister	troy_main_dan_mycenae_separatists	default
runesmith	troy_main_dan_mycenae_separatists	default
spy	troy_main_dan_mycenae_separatists	troy_agent_spy
wizard	troy_main_dan_mycenae_separatists	default
champion	troy_main_dan_mycenae	troy_agent_priest
colonel	troy_main_dan_mycenae	troy_archer_skirmisher
colonel	troy_main_dan_mycenae	troy_archer_trickster
colonel	troy_main_dan_mycenae	troy_defender_aggro
colonel	troy_main_dan_mycenae	troy_defender_quick
colonel	troy_main_dan_mycenae	troy_defender_tank
colonel	troy_main_dan_mycenae	troy_warlord_tactician
colonel	troy_main_dan_mycenae	troy_warlord_utility
colonel	troy_main_dan_mycenae	troy_warlord_warmonger
dignitary	troy_main_dan_mycenae	troy_agent_envoy
engineer	troy_main_dan_mycenae	troy_agent_gorgon
engineer	troy_main_dan_mycenae	troy_agent_satyr
engineer	troy_main_dan_mycenae	troy_agent_seer
general	troy_main_dan_mycenae	troy_archer_skirmisher
general	troy_main_dan_mycenae	troy_archer_trickster
general	troy_main_dan_mycenae	troy_defender_quick
general	troy_main_dan_mycenae	troy_defender_tank
general	troy_main_dan_mycenae	troy_warlord_tactician
general	troy_main_dan_mycenae	troy_warlord_utility
general	troy_main_dan_mycenae	troy_warlord_warmonger
minister	troy_main_dan_mycenae	default
runesmith	troy_main_dan_mycenae	default
spy	troy_main_dan_mycenae	troy_agent_spy
wizard	troy_main_dan_mycenae	default
champion	troy_main_dan_narykos	troy_agent_priest
colonel	troy_main_dan_narykos	troy_defender_aggro
colonel	troy_main_dan_narykos	troy_fighter_balanced
colonel	troy_main_dan_narykos	troy_fighter_disruptor
colonel	troy_main_dan_narykos	troy_fighter_killer
dignitary	troy_main_dan_narykos	troy_agent_envoy
engineer	troy_main_dan_narykos	troy_agent_gorgon
engineer	troy_main_dan_narykos	troy_agent_satyr
engineer	troy_main_dan_narykos	troy_agent_seer
general	troy_main_dan_narykos	troy_archer_skirmisher
general	troy_main_dan_narykos	troy_archer_trickster
general	troy_main_dan_narykos	troy_defender_aggro
general	troy_main_dan_narykos	troy_defender_quick
general	troy_main_dan_narykos	troy_defender_tank
general	troy_main_dan_narykos	troy_fighter_balanced
general	troy_main_dan_narykos	troy_fighter_disruptor
general	troy_main_dan_narykos	troy_fighter_killer
general	troy_main_dan_narykos	troy_warlord_tactician
general	troy_main_dan_narykos	troy_warlord_utility
general	troy_main_dan_narykos	troy_warlord_warmonger
minister	troy_main_dan_narykos	default
runesmith	troy_main_dan_narykos	default
spy	troy_main_dan_narykos	troy_agent_spy
wizard	troy_main_dan_narykos	default
champion	troy_main_dan_noagria	troy_agent_priest
colonel	troy_main_dan_noagria	troy_defender_aggro
colonel	troy_main_dan_noagria	troy_fighter_balanced
colonel	troy_main_dan_noagria	troy_fighter_disruptor
colonel	troy_main_dan_noagria	troy_fighter_killer
dignitary	troy_main_dan_noagria	troy_agent_envoy
engineer	troy_main_dan_noagria	troy_agent_gorgon
engineer	troy_main_dan_noagria	troy_agent_satyr
engineer	troy_main_dan_noagria	troy_agent_seer
general	troy_main_dan_noagria	troy_archer_skirmisher
general	troy_main_dan_noagria	troy_archer_trickster
general	troy_main_dan_noagria	troy_defender_aggro
general	troy_main_dan_noagria	troy_defender_quick
general	troy_main_dan_noagria	troy_defender_tank
general	troy_main_dan_noagria	troy_fighter_balanced
general	troy_main_dan_noagria	troy_fighter_disruptor
general	troy_main_dan_noagria	troy_fighter_killer
general	troy_main_dan_noagria	troy_warlord_tactician
general	troy_main_dan_noagria	troy_warlord_utility
general	troy_main_dan_noagria	troy_warlord_warmonger
minister	troy_main_dan_noagria	default
runesmith	troy_main_dan_noagria	default
spy	troy_main_dan_noagria	troy_agent_spy
wizard	troy_main_dan_noagria	default
champion	troy_main_dan_ozolian_loc	troy_agent_priest
colonel	troy_main_dan_ozolian_loc	troy_defender_aggro
colonel	troy_main_dan_ozolian_loc	troy_fighter_balanced
colonel	troy_main_dan_ozolian_loc	troy_fighter_disruptor
colonel	troy_main_dan_ozolian_loc	troy_fighter_killer
dignitary	troy_main_dan_ozolian_loc	troy_agent_envoy
engineer	troy_main_dan_ozolian_loc	troy_agent_gorgon
engineer	troy_main_dan_ozolian_loc	troy_agent_satyr
engineer	troy_main_dan_ozolian_loc	troy_agent_seer
general	troy_main_dan_ozolian_loc	troy_archer_skirmisher
general	troy_main_dan_ozolian_loc	troy_archer_trickster
general	troy_main_dan_ozolian_loc	troy_defender_aggro
general	troy_main_dan_ozolian_loc	troy_defender_quick
general	troy_main_dan_ozolian_loc	troy_defender_tank
general	troy_main_dan_ozolian_loc	troy_fighter_balanced
general	troy_main_dan_ozolian_loc	troy_fighter_disruptor
general	troy_main_dan_ozolian_loc	troy_fighter_killer
general	troy_main_dan_ozolian_loc	troy_warlord_tactician
general	troy_main_dan_ozolian_loc	troy_warlord_utility
general	troy_main_dan_ozolian_loc	troy_warlord_warmonger
minister	troy_main_dan_ozolian_loc	default
runesmith	troy_main_dan_ozolian_loc	default
spy	troy_main_dan_ozolian_loc	troy_agent_spy
wizard	troy_main_dan_ozolian_loc	default
colonel	troy_main_dan_peraia	troy_defender_aggro
colonel	troy_main_dan_peraia	troy_fighter_balanced
colonel	troy_main_dan_peraia	troy_fighter_disruptor
colonel	troy_main_dan_peraia	troy_fighter_killer
general	troy_main_dan_peraia	troy_archer_skirmisher
general	troy_main_dan_peraia	troy_archer_trickster
general	troy_main_dan_peraia	troy_defender_aggro
general	troy_main_dan_peraia	troy_defender_quick
general	troy_main_dan_peraia	troy_defender_tank
general	troy_main_dan_peraia	troy_fighter_balanced
general	troy_main_dan_peraia	troy_fighter_disruptor
general	troy_main_dan_peraia	troy_fighter_killer
general	troy_main_dan_peraia	troy_warlord_tactician
general	troy_main_dan_peraia	troy_warlord_utility
general	troy_main_dan_peraia	troy_warlord_warmonger
minister	troy_main_dan_peraia	default
runesmith	troy_main_dan_peraia	default
wizard	troy_main_dan_peraia	default
champion	troy_main_dan_perrhaebi	troy_agent_priest
colonel	troy_main_dan_perrhaebi	troy_defender_aggro
colonel	troy_main_dan_perrhaebi	troy_fighter_balanced
colonel	troy_main_dan_perrhaebi	troy_fighter_disruptor
colonel	troy_main_dan_perrhaebi	troy_fighter_killer
dignitary	troy_main_dan_perrhaebi	troy_agent_envoy
engineer	troy_main_dan_perrhaebi	troy_agent_gorgon
engineer	troy_main_dan_perrhaebi	troy_agent_satyr
engineer	troy_main_dan_perrhaebi	troy_agent_seer
general	troy_main_dan_perrhaebi	troy_archer_skirmisher
general	troy_main_dan_perrhaebi	troy_archer_trickster
general	troy_main_dan_perrhaebi	troy_defender_aggro
general	troy_main_dan_perrhaebi	troy_defender_quick
general	troy_main_dan_perrhaebi	troy_defender_tank
general	troy_main_dan_perrhaebi	troy_fighter_balanced
general	troy_main_dan_perrhaebi	troy_fighter_disruptor
general	troy_main_dan_perrhaebi	troy_fighter_killer
general	troy_main_dan_perrhaebi	troy_warlord_tactician
general	troy_main_dan_perrhaebi	troy_warlord_utility
general	troy_main_dan_perrhaebi	troy_warlord_warmonger
minister	troy_main_dan_perrhaebi	default
runesmith	troy_main_dan_perrhaebi	default
spy	troy_main_dan_perrhaebi	troy_agent_spy
wizard	troy_main_dan_perrhaebi	default
champion	troy_main_dan_phaiacians	troy_agent_priest
colonel	troy_main_dan_phaiacians	troy_defender_aggro
colonel	troy_main_dan_phaiacians	troy_fighter_balanced
colonel	troy_main_dan_phaiacians	troy_fighter_disruptor
colonel	troy_main_dan_phaiacians	troy_fighter_killer
dignitary	troy_main_dan_phaiacians	troy_agent_envoy
engineer	troy_main_dan_phaiacians	troy_agent_gorgon
engineer	troy_main_dan_phaiacians	troy_agent_satyr
engineer	troy_main_dan_phaiacians	troy_agent_seer
general	troy_main_dan_phaiacians	troy_archer_skirmisher
general	troy_main_dan_phaiacians	troy_archer_trickster
general	troy_main_dan_phaiacians	troy_defender_aggro
general	troy_main_dan_phaiacians	troy_defender_quick
general	troy_main_dan_phaiacians	troy_defender_tank
general	troy_main_dan_phaiacians	troy_fighter_balanced
general	troy_main_dan_phaiacians	troy_fighter_disruptor
general	troy_main_dan_phaiacians	troy_fighter_killer
general	troy_main_dan_phaiacians	troy_warlord_tactician
general	troy_main_dan_phaiacians	troy_warlord_utility
general	troy_main_dan_phaiacians	troy_warlord_warmonger
minister	troy_main_dan_phaiacians	default
runesmith	troy_main_dan_phaiacians	default
spy	troy_main_dan_phaiacians	troy_agent_spy
wizard	troy_main_dan_phaiacians	default
champion	troy_main_dan_phlegra	troy_agent_priest
colonel	troy_main_dan_phlegra	troy_defender_aggro
colonel	troy_main_dan_phlegra	troy_fighter_balanced
colonel	troy_main_dan_phlegra	troy_fighter_disruptor
colonel	troy_main_dan_phlegra	troy_fighter_killer
dignitary	troy_main_dan_phlegra	troy_agent_envoy
engineer	troy_main_dan_phlegra	troy_agent_gorgon
engineer	troy_main_dan_phlegra	troy_agent_satyr
engineer	troy_main_dan_phlegra	troy_agent_seer
general	troy_main_dan_phlegra	troy_archer_skirmisher
general	troy_main_dan_phlegra	troy_archer_trickster
general	troy_main_dan_phlegra	troy_defender_aggro
general	troy_main_dan_phlegra	troy_defender_quick
general	troy_main_dan_phlegra	troy_defender_tank
general	troy_main_dan_phlegra	troy_fighter_balanced
general	troy_main_dan_phlegra	troy_fighter_disruptor
general	troy_main_dan_phlegra	troy_fighter_killer
general	troy_main_dan_phlegra	troy_warlord_tactician
general	troy_main_dan_phlegra	troy_warlord_utility
general	troy_main_dan_phlegra	troy_warlord_warmonger
minister	troy_main_dan_phlegra	default
runesmith	troy_main_dan_phlegra	default
spy	troy_main_dan_phlegra	troy_agent_spy
wizard	troy_main_dan_phlegra	default
champion	troy_main_dan_phyllis	troy_agent_priest
colonel	troy_main_dan_phyllis	troy_defender_aggro
colonel	troy_main_dan_phyllis	troy_fighter_balanced
colonel	troy_main_dan_phyllis	troy_fighter_disruptor
colonel	troy_main_dan_phyllis	troy_fighter_killer
dignitary	troy_main_dan_phyllis	troy_agent_envoy
engineer	troy_main_dan_phyllis	troy_agent_gorgon
engineer	troy_main_dan_phyllis	troy_agent_satyr
engineer	troy_main_dan_phyllis	troy_agent_seer
general	troy_main_dan_phyllis	troy_archer_skirmisher
general	troy_main_dan_phyllis	troy_archer_trickster
general	troy_main_dan_phyllis	troy_defender_aggro
general	troy_main_dan_phyllis	troy_defender_quick
general	troy_main_dan_phyllis	troy_defender_tank
general	troy_main_dan_phyllis	troy_fighter_balanced
general	troy_main_dan_phyllis	troy_fighter_disruptor
general	troy_main_dan_phyllis	troy_fighter_killer
general	troy_main_dan_phyllis	troy_warlord_tactician
general	troy_main_dan_phyllis	troy_warlord_utility
general	troy_main_dan_phyllis	troy_warlord_warmonger
minister	troy_main_dan_phyllis	default
runesmith	troy_main_dan_phyllis	default
spy	troy_main_dan_phyllis	troy_agent_spy
wizard	troy_main_dan_phyllis	default
champion	troy_main_dan_pylos	troy_agent_priest
colonel	troy_main_dan_pylos	troy_defender_aggro
colonel	troy_main_dan_pylos	troy_fighter_balanced
colonel	troy_main_dan_pylos	troy_fighter_disruptor
colonel	troy_main_dan_pylos	troy_fighter_killer
dignitary	troy_main_dan_pylos	troy_agent_envoy
engineer	troy_main_dan_pylos	troy_agent_gorgon
engineer	troy_main_dan_pylos	troy_agent_satyr
engineer	troy_main_dan_pylos	troy_agent_seer
general	troy_main_dan_pylos	troy_archer_skirmisher
general	troy_main_dan_pylos	troy_archer_trickster
general	troy_main_dan_pylos	troy_defender_aggro
general	troy_main_dan_pylos	troy_defender_quick
general	troy_main_dan_pylos	troy_defender_tank
general	troy_main_dan_pylos	troy_fighter_balanced
general	troy_main_dan_pylos	troy_fighter_disruptor
general	troy_main_dan_pylos	troy_fighter_killer
general	troy_main_dan_pylos	troy_warlord_tactician
general	troy_main_dan_pylos	troy_warlord_utility
general	troy_main_dan_pylos	troy_warlord_warmonger
minister	troy_main_dan_pylos	default
runesmith	troy_main_dan_pylos	default
spy	troy_main_dan_pylos	troy_agent_spy
wizard	troy_main_dan_pylos	default
champion	troy_main_dan_rhodes	troy_agent_priest
colonel	troy_main_dan_rhodes	troy_defender_aggro
colonel	troy_main_dan_rhodes	troy_fighter_balanced
colonel	troy_main_dan_rhodes	troy_fighter_disruptor
colonel	troy_main_dan_rhodes	troy_fighter_killer
dignitary	troy_main_dan_rhodes	troy_agent_envoy
engineer	troy_main_dan_rhodes	troy_agent_gorgon
engineer	troy_main_dan_rhodes	troy_agent_satyr
engineer	troy_main_dan_rhodes	troy_agent_seer
general	troy_main_dan_rhodes	troy_archer_skirmisher
general	troy_main_dan_rhodes	troy_archer_trickster
general	troy_main_dan_rhodes	troy_defender_aggro
general	troy_main_dan_rhodes	troy_defender_quick
general	troy_main_dan_rhodes	troy_defender_tank
general	troy_main_dan_rhodes	troy_fighter_balanced
general	troy_main_dan_rhodes	troy_fighter_disruptor
general	troy_main_dan_rhodes	troy_fighter_killer
general	troy_main_dan_rhodes	troy_warlord_tactician
general	troy_main_dan_rhodes	troy_warlord_utility
general	troy_main_dan_rhodes	troy_warlord_warmonger
minister	troy_main_dan_rhodes	default
runesmith	troy_main_dan_rhodes	default
spy	troy_main_dan_rhodes	troy_agent_spy
wizard	troy_main_dan_rhodes	default
champion	troy_main_dan_salamis	troy_agent_priest
colonel	troy_main_dan_salamis	troy_defender_aggro
colonel	troy_main_dan_salamis	troy_fighter_balanced
colonel	troy_main_dan_salamis	troy_fighter_disruptor
colonel	troy_main_dan_salamis	troy_fighter_killer
dignitary	troy_main_dan_salamis	troy_agent_envoy
engineer	troy_main_dan_salamis	troy_agent_gorgon
engineer	troy_main_dan_salamis	troy_agent_satyr
engineer	troy_main_dan_salamis	troy_agent_seer
general	troy_main_dan_salamis	troy_archer_skirmisher
general	troy_main_dan_salamis	troy_archer_trickster
general	troy_main_dan_salamis	troy_defender_aggro
general	troy_main_dan_salamis	troy_defender_quick
general	troy_main_dan_salamis	troy_defender_tank
general	troy_main_dan_salamis	troy_fighter_balanced
general	troy_main_dan_salamis	troy_fighter_disruptor
general	troy_main_dan_salamis	troy_fighter_killer
general	troy_main_dan_salamis	troy_warlord_tactician
general	troy_main_dan_salamis	troy_warlord_utility
general	troy_main_dan_salamis	troy_warlord_warmonger
minister	troy_main_dan_salamis	default
runesmith	troy_main_dan_salamis	default
spy	troy_main_dan_salamis	troy_agent_spy
wizard	troy_main_dan_salamis	default
champion	troy_main_dan_sparta_separatists	troy_agent_priest
colonel	troy_main_dan_sparta_separatists	troy_defender_aggro
colonel	troy_main_dan_sparta_separatists	troy_fighter_balanced
colonel	troy_main_dan_sparta_separatists	troy_fighter_disruptor
colonel	troy_main_dan_sparta_separatists	troy_fighter_killer
dignitary	troy_main_dan_sparta_separatists	troy_agent_envoy
general	troy_main_dan_sparta_separatists	troy_archer_skirmisher
general	troy_main_dan_sparta_separatists	troy_archer_trickster
general	troy_main_dan_sparta_separatists	troy_defender_aggro
general	troy_main_dan_sparta_separatists	troy_defender_quick
general	troy_main_dan_sparta_separatists	troy_defender_tank
general	troy_main_dan_sparta_separatists	troy_fighter_balanced
general	troy_main_dan_sparta_separatists	troy_fighter_disruptor
general	troy_main_dan_sparta_separatists	troy_fighter_killer
general	troy_main_dan_sparta_separatists	troy_warlord_tactician
general	troy_main_dan_sparta_separatists	troy_warlord_utility
general	troy_main_dan_sparta_separatists	troy_warlord_warmonger
minister	troy_main_dan_sparta_separatists	default
runesmith	troy_main_dan_sparta_separatists	default
spy	troy_main_dan_sparta_separatists	troy_agent_spy
wizard	troy_main_dan_sparta_separatists	default
champion	troy_main_dan_sparta	troy_agent_priest
colonel	troy_main_dan_sparta	troy_defender_aggro
colonel	troy_main_dan_sparta	troy_defender_quick
colonel	troy_main_dan_sparta	troy_defender_tank
colonel	troy_main_dan_sparta	troy_fighter_balanced
colonel	troy_main_dan_sparta	troy_fighter_disruptor
colonel	troy_main_dan_sparta	troy_fighter_killer
colonel	troy_main_dan_sparta	troy_warlord_tactician
colonel	troy_main_dan_sparta	troy_warlord_utility
colonel	troy_main_dan_sparta	troy_warlord_warmonger
dignitary	troy_main_dan_sparta	troy_agent_envoy
engineer	troy_main_dan_sparta	troy_agent_gorgon
engineer	troy_main_dan_sparta	troy_agent_satyr
engineer	troy_main_dan_sparta	troy_agent_seer
general	troy_main_dan_sparta	troy_defender_aggro
general	troy_main_dan_sparta	troy_defender_quick
general	troy_main_dan_sparta	troy_defender_tank
general	troy_main_dan_sparta	troy_fighter_balanced
general	troy_main_dan_sparta	troy_fighter_disruptor
general	troy_main_dan_sparta	troy_fighter_killer
general	troy_main_dan_sparta	troy_warlord_tactician
general	troy_main_dan_sparta	troy_warlord_utility
general	troy_main_dan_sparta	troy_warlord_warmonger
minister	troy_main_dan_sparta	default
runesmith	troy_main_dan_sparta	default
spy	troy_main_dan_sparta	troy_agent_spy
wizard	troy_main_dan_sparta	default
champion	troy_main_dan_tantalis	troy_agent_priest
colonel	troy_main_dan_tantalis	troy_defender_aggro
colonel	troy_main_dan_tantalis	troy_fighter_balanced
colonel	troy_main_dan_tantalis	troy_fighter_disruptor
colonel	troy_main_dan_tantalis	troy_fighter_killer
dignitary	troy_main_dan_tantalis	troy_agent_envoy
engineer	troy_main_dan_tantalis	troy_agent_gorgon
engineer	troy_main_dan_tantalis	troy_agent_satyr
engineer	troy_main_dan_tantalis	troy_agent_seer
general	troy_main_dan_tantalis	troy_archer_skirmisher
general	troy_main_dan_tantalis	troy_archer_trickster
general	troy_main_dan_tantalis	troy_defender_aggro
general	troy_main_dan_tantalis	troy_defender_quick
general	troy_main_dan_tantalis	troy_defender_tank
general	troy_main_dan_tantalis	troy_fighter_balanced
general	troy_main_dan_tantalis	troy_fighter_disruptor
general	troy_main_dan_tantalis	troy_fighter_killer
general	troy_main_dan_tantalis	troy_warlord_tactician
general	troy_main_dan_tantalis	troy_warlord_utility
general	troy_main_dan_tantalis	troy_warlord_warmonger
minister	troy_main_dan_tantalis	default
runesmith	troy_main_dan_tantalis	default
spy	troy_main_dan_tantalis	troy_agent_spy
wizard	troy_main_dan_tantalis	default
champion	troy_main_dan_teleboans	troy_agent_priest
colonel	troy_main_dan_teleboans	troy_defender_aggro
colonel	troy_main_dan_teleboans	troy_fighter_balanced
colonel	troy_main_dan_teleboans	troy_fighter_disruptor
colonel	troy_main_dan_teleboans	troy_fighter_killer
dignitary	troy_main_dan_teleboans	troy_agent_envoy
engineer	troy_main_dan_teleboans	troy_agent_gorgon
engineer	troy_main_dan_teleboans	troy_agent_satyr
engineer	troy_main_dan_teleboans	troy_agent_seer
general	troy_main_dan_teleboans	troy_archer_skirmisher
general	troy_main_dan_teleboans	troy_archer_trickster
general	troy_main_dan_teleboans	troy_defender_aggro
general	troy_main_dan_teleboans	troy_defender_quick
general	troy_main_dan_teleboans	troy_defender_tank
general	troy_main_dan_teleboans	troy_fighter_balanced
general	troy_main_dan_teleboans	troy_fighter_disruptor
general	troy_main_dan_teleboans	troy_fighter_killer
general	troy_main_dan_teleboans	troy_warlord_tactician
general	troy_main_dan_teleboans	troy_warlord_utility
general	troy_main_dan_teleboans	troy_warlord_warmonger
minister	troy_main_dan_teleboans	default
runesmith	troy_main_dan_teleboans	default
spy	troy_main_dan_teleboans	troy_agent_spy
wizard	troy_main_dan_teleboans	default
champion	troy_main_dan_thessalians	troy_agent_priest
colonel	troy_main_dan_thessalians	troy_defender_aggro
colonel	troy_main_dan_thessalians	troy_fighter_balanced
colonel	troy_main_dan_thessalians	troy_fighter_disruptor
colonel	troy_main_dan_thessalians	troy_fighter_killer
dignitary	troy_main_dan_thessalians	troy_agent_envoy
engineer	troy_main_dan_thessalians	troy_agent_gorgon
engineer	troy_main_dan_thessalians	troy_agent_satyr
engineer	troy_main_dan_thessalians	troy_agent_seer
general	troy_main_dan_thessalians	troy_archer_skirmisher
general	troy_main_dan_thessalians	troy_archer_trickster
general	troy_main_dan_thessalians	troy_defender_aggro
general	troy_main_dan_thessalians	troy_defender_quick
general	troy_main_dan_thessalians	troy_defender_tank
general	troy_main_dan_thessalians	troy_fighter_balanced
general	troy_main_dan_thessalians	troy_fighter_disruptor
general	troy_main_dan_thessalians	troy_fighter_killer
general	troy_main_dan_thessalians	troy_warlord_tactician
general	troy_main_dan_thessalians	troy_warlord_utility
general	troy_main_dan_thessalians	troy_warlord_warmonger
minister	troy_main_dan_thessalians	default
runesmith	troy_main_dan_thessalians	default
spy	troy_main_dan_thessalians	troy_agent_spy
wizard	troy_main_dan_thessalians	default
champion	troy_main_dan_tiryns	troy_agent_priest
colonel	troy_main_dan_tiryns	troy_defender_aggro
colonel	troy_main_dan_tiryns	troy_fighter_balanced
colonel	troy_main_dan_tiryns	troy_fighter_disruptor
colonel	troy_main_dan_tiryns	troy_fighter_killer
dignitary	troy_main_dan_tiryns	troy_agent_envoy
engineer	troy_main_dan_tiryns	troy_agent_gorgon
engineer	troy_main_dan_tiryns	troy_agent_satyr
engineer	troy_main_dan_tiryns	troy_agent_seer
general	troy_main_dan_tiryns	troy_archer_skirmisher
general	troy_main_dan_tiryns	troy_archer_trickster
general	troy_main_dan_tiryns	troy_defender_aggro
general	troy_main_dan_tiryns	troy_defender_quick
general	troy_main_dan_tiryns	troy_defender_tank
general	troy_main_dan_tiryns	troy_fighter_balanced
general	troy_main_dan_tiryns	troy_fighter_disruptor
general	troy_main_dan_tiryns	troy_fighter_killer
general	troy_main_dan_tiryns	troy_warlord_tactician
general	troy_main_dan_tiryns	troy_warlord_utility
general	troy_main_dan_tiryns	troy_warlord_warmonger
minister	troy_main_dan_tiryns	default
runesmith	troy_main_dan_tiryns	default
spy	troy_main_dan_tiryns	troy_agent_spy
wizard	troy_main_dan_tiryns	default
champion	troy_main_dan_triopion	troy_agent_priest
colonel	troy_main_dan_triopion	troy_defender_aggro
colonel	troy_main_dan_triopion	troy_fighter_balanced
colonel	troy_main_dan_triopion	troy_fighter_disruptor
colonel	troy_main_dan_triopion	troy_fighter_killer
dignitary	troy_main_dan_triopion	troy_agent_envoy
engineer	troy_main_dan_triopion	troy_agent_gorgon
engineer	troy_main_dan_triopion	troy_agent_satyr
engineer	troy_main_dan_triopion	troy_agent_seer
general	troy_main_dan_triopion	troy_archer_skirmisher
general	troy_main_dan_triopion	troy_archer_trickster
general	troy_main_dan_triopion	troy_defender_aggro
general	troy_main_dan_triopion	troy_defender_quick
general	troy_main_dan_triopion	troy_defender_tank
general	troy_main_dan_triopion	troy_fighter_balanced
general	troy_main_dan_triopion	troy_fighter_disruptor
general	troy_main_dan_triopion	troy_fighter_killer
general	troy_main_dan_triopion	troy_warlord_tactician
general	troy_main_dan_triopion	troy_warlord_utility
general	troy_main_dan_triopion	troy_warlord_warmonger
minister	troy_main_dan_triopion	default
runesmith	troy_main_dan_triopion	default
spy	troy_main_dan_triopion	troy_agent_spy
wizard	troy_main_dan_triopion	default
champion	troy_main_dan_troizen	troy_agent_priest
colonel	troy_main_dan_troizen	troy_defender_aggro
colonel	troy_main_dan_troizen	troy_fighter_balanced
colonel	troy_main_dan_troizen	troy_fighter_disruptor
colonel	troy_main_dan_troizen	troy_fighter_killer
dignitary	troy_main_dan_troizen	troy_agent_envoy
engineer	troy_main_dan_troizen	troy_agent_gorgon
engineer	troy_main_dan_troizen	troy_agent_satyr
engineer	troy_main_dan_troizen	troy_agent_seer
general	troy_main_dan_troizen	troy_archer_skirmisher
general	troy_main_dan_troizen	troy_archer_trickster
general	troy_main_dan_troizen	troy_defender_aggro
general	troy_main_dan_troizen	troy_defender_quick
general	troy_main_dan_troizen	troy_defender_tank
general	troy_main_dan_troizen	troy_fighter_balanced
general	troy_main_dan_troizen	troy_fighter_disruptor
general	troy_main_dan_troizen	troy_fighter_killer
general	troy_main_dan_troizen	troy_warlord_tactician
general	troy_main_dan_troizen	troy_warlord_utility
general	troy_main_dan_troizen	troy_warlord_warmonger
minister	troy_main_dan_troizen	default
runesmith	troy_main_dan_troizen	default
spy	troy_main_dan_troizen	troy_agent_spy
wizard	troy_main_dan_troizen	default
champion	troy_main_trj_aegaan_pel	troy_agent_priest
colonel	troy_main_trj_aegaan_pel	troy_defender_aggro
colonel	troy_main_trj_aegaan_pel	troy_fighter_balanced
colonel	troy_main_trj_aegaan_pel	troy_fighter_disruptor
colonel	troy_main_trj_aegaan_pel	troy_fighter_killer
dignitary	troy_main_trj_aegaan_pel	troy_agent_envoy
engineer	troy_main_trj_aegaan_pel	troy_agent_gorgon
engineer	troy_main_trj_aegaan_pel	troy_agent_satyr
engineer	troy_main_trj_aegaan_pel	troy_agent_seer
general	troy_main_trj_aegaan_pel	troy_archer_skirmisher
general	troy_main_trj_aegaan_pel	troy_archer_trickster
general	troy_main_trj_aegaan_pel	troy_defender_aggro
