art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	new_field	new_field	new_field	voiceover	composite_scene
troy_defender_lelegan_hero_4_chariot_2	0	0		none	troy_defender_lelegan_hero_4	troy_defender_lelegan_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1853065066		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_lelegan_hero_4_chariot_1.csc
troy_warlord_lelegan_hero_3_chariot_2	0	0		none	troy_warlord_lelegan_hero_3	troy_warlord_lelegan_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1853758118		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_lelegan_hero_3_chariot_1.csc
troy_defender_dorian_hero_2_chariot_1	0	0		none	troy_defender_dorian_hero_2	troy_defender_dorian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1856312373		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_defender_dorian_hero_2_chariot_1.csc
troy_archer_thracian_hero_2_chariot_1	0	0		none	troy_archer_thracian_hero_2	troy_archer_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1856905614		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_archer_thracian_hero_2_chariot_1.csc
troy_warlord_chariot_1	0	0		none	troy_warlord	troy_warlord_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1858059308		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_warlord_chariot_1.csc
troy_archer_dorian_hero_chariot_3	0	0		none	troy_archer_dorian_hero	troy_archer_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	185850773		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_archer_dorian_hero_chariot_1.csc
troy_defender_lelegan_hero_2_chariot_3	0	0		none	troy_defender_lelegan_hero_2	troy_defender_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1860706460		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_lelegan_hero_2_chariot_3.csc
troy_defender_ionian_hero_2	0	0		none	troy_defender_ionian_hero_2	troy_defender_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1862717772		0	0				vo_actor_group_genhero20s_02	
troy_warlord_dorian_hero_2	0	0		none	troy_warlord_dorian_hero_2	troy_warlord_dorian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1865338749		0	0				vo_actor_group_genhero20s_01	
troy_hero_achilles_epic_chariot_1	0	0		none	troy_hero_achilles_epic	troy_hero_achilles_epic		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_achil_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1874638227		0	0				vo_actor_group_hero_achilles	composite_scene\porthole\troy_hero_achilles_epic_chariot_1.csc
troy_defender_aeolian_hero_chariot_5	0	0		none	troy_defender_aeolian_hero	troy_defender_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1875678052		0	0				vo_actor_group_genhero30s_01	
troy_defender_lelegan_hero_3_chariot_1	0	0		none	troy_defender_lelegan_hero_3	troy_defender_lelegan_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1876608920		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_defender_lelegan_hero_3_chariot_1.csc
troy_defender_orestes_chariot_3	0	0		none	troy_defender_orestes	troy_defender_orestes		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1877349113		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_orestes_chariot_1.csc
troy_fighter_ajax_lesser	0	0		none	troy_fighter_ajax_lesser	troy_fighter_ajax_lesser		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1881105503		0	0				vo_actor_group_genhero20s_01	
troy_dlc1_horde_amazons_archer_3_chariot_2	0	0		none	troy_dlc1_archer_3	troy_dlc1_ama_gen_archer_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1881947281		0	0				vo_actor_amazon_genhero30s_01	
troy_warlord_telephos	0	0		none	troy_warlord_telephos	troy_warlord_telephos		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1882254458		0	0				vo_actor_group_genhero50s_01	
troy_archer_pelasgian_hero_2	0	0		none	troy_archer_pelasgian_hero_2	troy_archer_pelasgian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1887120874		0	0				vo_actor_group_genhero20s_03	
troy_warlord_thracian_hero_3	0	0		none	troy_warlord_thracian_hero_3	troy_warlord_thracian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1887267057		0	0				vo_actor_group_genhero20s_03	
troy_defender_ionian_hero_3_chariot_3	0	0		none	troy_defender_ionian_hero_3	troy_defender_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1888413279		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_ionian_hero_3_chariot_1.csc
troy_archer_thracian_hero_3_chariot_2	0	0		none	troy_archer_thracian_hero_3	troy_archer_thracian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1890426079		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_thracian_hero_3_chariot_1.csc
troy_dlc1_trojan_amazons_archer_1	0	0		none	troy_dlc1_archer_1	troy_dlc1_ama_gen_archer_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1892145427		0	0				vo_actor_amazon_genhero30s_01	
troy_warlord_thracian_hero_3_chariot_1	0	0		none	troy_warlord_thracian_hero_3	troy_warlord_thracian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1895645584		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_thracian_hero_3_chariot_1.csc
troy_fighter_aeolian_hero_2_chariot_3	0	0		none	troy_fighter_aeolian_hero_2	troy_fighter_aeolian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1899837363		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_aeolian_hero_2_chariot_3.csc
troy_fighter_ajax_lesser_chariot_1	0	0		none	troy_fighter_ajax_lesser	troy_fighter_ajax_lesser		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1901790543		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_ajax_lesser_chariot_1.csc
troy_fighter_aeolian_hero_chariot_3	0	0		none	troy_fighter_aeolian_hero	troy_fighter_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1903888703		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_fighter_aeolian_hero_chariot_1.csc
troy_warlord_dorian_hero_2_chariot_1	0	0		none	troy_warlord_dorian_hero_2	troy_warlord_dorian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	190789679		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_dorian_hero_2_chariot_1.csc
troy_warlord_ionian_hero_4_chariot_1	0	0		none	troy_warlord_ionian_hero_4	troy_warlord_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1911409312		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_warlord_ionian_hero_4_chariot_1.csc
troy_odysseus_chariot_1	0	0		none	troy_odysseus	troy_hero_odysseus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_odyss_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1912583794		0	0				vo_actor_group_hero_odysseus	composite_scene\porthole\troy_odysseus_chariot_1.csc
troy_archer_lelegan_hero_3_chariot_1	0	0		none	troy_archer_lelegan_hero_3	troy_archer_lelegan_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1919556454		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_lelegan_hero_3_chariot_1.csc
troy_defender_hero_2	0	0		none	troy_defender_hero_2	troy_defender_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1929477233		0	0				vo_actor_group_genhero20s_02	
troy_menelaus_chariot_2	0	0		none	troy_menelaus	troy_hero_menelaus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_menel_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1932681901		0	0				vo_actor_group_hero_menelaus	composite_scene\porthole\troy_menelaus_chariot_1.csc
troy_archer_pelasgian_hero_3_chariot_2	0	0		none	troy_archer_pelasgian_hero_3	troy_archer_pelasgian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	193635603		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_archer_pelasgian_hero_3_chariot_1.csc
troy_warlord_ionian_hero_2_chariot_1	0	0		none	troy_warlord_ionian_hero_2	troy_warlord_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	193808398		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_ionian_hero_2_chariot_1.csc
troy_archer_maeonian_hero_chariot_1	0	0		none	troy_archer_maeonian_hero	troy_archer_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1938503427		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_archer_maeonian_hero_chariot_1.csc
troy_fighter_thracian_hero_3_chariot_1	0	0		none	troy_fighter_thracian_hero_3	troy_fighter_thracian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1938901348		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_thracian_hero_3_chariot_1.csc
troy_archer_lelegan_hero	0	0		none	troy_archer_lelegan_hero	troy_archer_lelegan_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1939829224		0	0				vo_actor_group_genhero30s_03	
troy_fighter_thracian_hero_4_chariot_3	0	0		none	troy_fighter_thracian_hero_4	troy_fighter_thracian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1941809280		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_fighter_thracian_hero_4_chariot_3.csc
troy_fighter_maeonian_hero_chariot_2	0	0		none	troy_fighter_maeonian_hero	troy_fighter_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1941985106		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_fighter_maeonian_hero_chariot_1.csc
troy_fighter_ajax_lesser_chariot_2	0	0		none	troy_fighter_ajax_lesser	troy_fighter_ajax_lesser		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	19428713		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_ajax_lesser_chariot_1.csc
troy_defender_hero_4_chariot_2	0	0		none	troy_defender_hero_4	troy_defender_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1951557695		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_hero_4_chariot_1.csc
troy_warlord_maeonian_hero_4_chariot_2	0	0		none	troy_warlord_maeonian_hero_4	troy_warlord_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1951911553		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_maeonian_hero_4_chariot_1.csc
troy_warlord_dorian_hero_4_chariot_2	0	0		none	troy_warlord_dorian_hero_4	troy_warlord_dorian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1953381279		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_dorian_hero_4_chariot_1.csc
troy_defender_chariot_1	0	0		none	troy_defender	troy_defender_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1954625264		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_chariot_1.csc
troy_dlc1_horde_amazons_warlord_2	0	0		none	troy_dlc1_warlord_2	troy_dlc1_ama_gen_warlord_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1954968808		0	0				vo_actor_amazon_genhero30s_01	
troy_dlc1_horde_amazons_archer_1_chariot_2	0	0		none	troy_dlc1_archer_1	troy_dlc1_ama_gen_archer_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1955133444		0	0				vo_actor_amazon_genhero30s_01	
troy_paris_chariot_1	0	0		none	troy_paris	troy_hero_paris		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_paris_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1956872020		0	0				vo_actor_group_hero_paris	composite_scene\porthole\troy_paris_chariot_1.csc
troy_defender_thracian_hero_chariot_1	0	0		none	troy_defender_thracian_hero	troy_defender_thracian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1957747451		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_thracian_hero_chariot_1.csc
troy_fighter_pelasgian_hero_4_chariot_1	0	0		none	troy_fighter_pelasgian_hero_4	troy_fighter_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	196258810		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_fighter_pelasgian_hero_4_chariot_1.csc
troy_dlc1_trojan_amazons_warlord_2_chariot_3	0	0		none	troy_dlc1_warlord_2	troy_dlc1_ama_gen_warlord_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1972753485		0	0				vo_actor_amazon_genhero30s_01	
troy_warlord_hero_3_chariot_3	0	0		none	troy_warlord_hero_3	troy_warlord_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1975536379		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_hero_3_chariot_3.csc
troy_dlc1_horde_amazons_archer_3_chariot_1	0	0		none	troy_dlc1_archer_3	troy_dlc1_ama_gen_archer_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	198318243		0	0				vo_actor_amazon_genhero30s_01	composite_scene\porthole\troy_dlc1_horde_amazons_archer_3_chariot_1.csc
troy_warlord_ionian_hero_3_chariot_2	0	0		none	troy_warlord_ionian_hero_3	troy_warlord_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1983682171		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_ionian_hero_3_chariot_1.csc
troy_fighter_pelasgian_hero_3_chariot_1	0	0		none	troy_fighter_pelasgian_hero_3	troy_fighter_pelasgian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1983945585		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_pelasgian_hero_3_chariot_1.csc
troy_hippolyta_chariot_4	0	0		none									1984649388		0	0				vo_actor_group_hero_hippolyta	composite_scene\porthole\troy_hippolyta_chariot_4.csc
troy_agamemnon	0	0		none	troy_agamemnon	troy_hero_agamemnon		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_agamem_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1986767656		0	0				vo_actor_group_hero_agamemnon	
troy_archer_pelasgian_hero_2_chariot_1	0	0		none	troy_archer_pelasgian_hero_2	troy_archer_pelasgian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1988219297		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_pelasgian_hero_2_chariot_1.csc
troy_warlord_lelegan_hero_2_chariot_1	0	0		none	troy_warlord_lelegan_hero_2	troy_warlord_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1988300322		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_lelegan_hero_2_chariot_1.csc
troy_archer_pelasgian_hero_chariot_3	0	0		none	troy_archer_pelasgian_hero	troy_archer_pelasgian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1989092361		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_archer_pelasgian_hero_chariot_1.csc
troy_agent_seer_01	0	0		none	troy_agent_seer	troy_agent_seer		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_agent_hu1b_seer	cam_heavy_ship_04	cam_heavy_ship_04	1990437086		0	0				vo_actor_group_seer	
troy_hector_chariot_1	0	0		none	troy_hector	troy_hero_hector		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_hector_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1994327778		0	0				vo_actor_group_hero_hector	composite_scene\porthole\troy_hector_chariot_1.csc
troy_defender_lelegan_hero	0	0		none	troy_defender_lelegan_hero	troy_defender_lelegan_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	1997553326		0	0				vo_actor_group_genhero30s_03	
troy_archer_hero_4_chariot_3	0	0		none	troy_archer_hero_4	troy_archer_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	1998661612		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_archer_hero_4_chariot_1.csc
troy_archer	0	0		none	troy_archer	troy_archer_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	2000342459		0	0				vo_actor_group_genhero30s_01	
troy_defender_pelasgian_hero_4_chariot_1	0	0		none	troy_defender_pelasgian_hero_4	troy_defender_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2001228905		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_defender_pelasgian_hero_4_chariot_1.csc
troy_dlc1_horde_amazons_archer_1_chariot_3	0	0		none	troy_dlc1_archer_1	troy_dlc1_ama_gen_archer_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	2003393531		0	0				vo_actor_amazon_genhero30s_01	
troy_defender_ionian_hero_3	0	0		none	troy_defender_ionian_hero_3	troy_defender_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2004044691		0	0				vo_actor_group_genhero20s_03	
troy_dlc1_horde_amazons_fighter_2	0	0		none	troy_dlc1_fighter_2	troy_dlc1_ama_gen_fighter_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2005281616		0	0				vo_actor_amazon_genhero20s_02	
troy_warlord_thracian_hero_2_chariot_2	0	0		none	troy_warlord_thracian_hero_2	troy_warlord_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2005721633		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_warlord_thracian_hero_2_chariot_1.csc
troy_warlord_lelegan_hero_4_chariot_2	0	0		none	troy_warlord_lelegan_hero_4	troy_warlord_lelegan_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2005778849		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_lelegan_hero_4_chariot_1.csc
troy_archer_hero_4_chariot_1	0	0		none	troy_archer_hero_4	troy_archer_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	2014081698		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_archer_hero_4_chariot_1.csc
troy_achilles_chariot_3	0	0		none	troy_achilles	troy_hero_achilles		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_achil_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2020157416		0	0				vo_actor_group_hero_achilles	composite_scene\porthole\troy_achilles_chariot_3.csc
troy_defender_aeolian_hero	0	0		none	troy_defender_aeolian_hero	troy_defender_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2023246478		0	0				vo_actor_group_genhero30s_01	
troy_defender_maeonian_hero_4_chariot_3	0	0		none	troy_defender_maeonian_hero_4	troy_defender_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2027653224		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_maeonian_hero_4_chariot_3.csc
troy_defender_dorian_hero_4_chariot_3	0	0		none	troy_defender_dorian_hero_4	troy_defender_dorian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2030261990		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_dorian_hero_4_chariot_3.csc
troy_warlord_maeonian_hero_2_chariot_1	0	0		none	troy_warlord_maeonian_hero_2	troy_warlord_maeonian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2030540216		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_maeonian_hero_2_chariot_1.csc
troy_defender_maeonian_hero_4_chariot_1	0	0		none	troy_defender_maeonian_hero_4	troy_defender_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2031495323		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_maeonian_hero_4_chariot_1.csc
troy_fighter_thracian_hero_2_chariot_1	0	0		none	troy_fighter_thracian_hero_2	troy_fighter_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2033472072		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_thracian_hero_2_chariot_1.csc
troy_dlc1_trojan_amazons_fighter_1_chariot_3	0	0		none	troy_dlc1_fighter_1	troy_dlc1_ama_gen_fighter_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2034346847		0	0				vo_actor_amazon_genhero20s_01	composite_scene\porthole\troy_dlc1_trojan_amazons_fighter_1_chariot_3.csc
