effect	icon	priority	icon_negative	category	is_positive_value_good
troy_effect_buildings_faction_limit_centaurs	fx_icon_unit_capacity.png	1	fx_icon_unit_capacity.png	campaign	true
troy_effect_buildings_food_from_vassals	fx_icon_food_income.png	101	fx_icon_food_upkeep.png	campaign	true
troy_effect_buildings_gold_from_vassals	fx_icon_gold_income.png	101	fx_icon_gold_upkeep.png	campaign	true
troy_effect_buildings_immortality	fx_icon_wound_time.png	1	fx_icon_wound_time.png	campaign	true
troy_effect_buildings_replenishment	fx_icon_replenishment.png	60	fx_icon_replenishment.png	campaign	true
troy_effect_buildings_stone_from_vassals	fx_icon_stone_income.png	101	fx_icon_stone_upkeep.png	campaign	true
troy_effect_buildings_wood_from_vassals	fx_icon_wood_income.png	101	fx_icon_stone_upkeep.png	campaign	true
troy_effect_campaign_agent_action_failure_cost_mod		0		campaign	true
troy_effect_campaign_agent_action_success_chance	fx_icon_agent.png	101	fx_icon_agent.png	campaign	true
troy_effect_campaign_ai_confederation_boost		0		campaign	true
troy_effect_campaign_ai_mod_build_time_percentage_hidden		0		campaign	true
troy_effect_campaign_ai_region_resistance_mod		0		campaign	true
troy_effect_campaign_ai_unit_recruitment_tier_2		0		campaign	true
troy_effect_campaign_ai_unit_recruitment_tier_3		0		campaign	true
troy_effect_campaign_ai_unit_upgrading		0		campaign	true
troy_effect_campaign_building_trade_route_sea_hidden		0		campaign	true
troy_effect_campaign_colonisation_unit_cost_exemption	fx_icon_army.png	102	fx_icon_army.png	campaign	true
troy_effect_campaign_growth_all	fx_icon_growth.png	30	fx_icon_growth_negative.png	campaign	true
troy_effect_campaign_growth_organize_games	fx_icon_growth.png	31	fx_icon_growth_negative.png	campaign	true
troy_effect_campaign_happiness_base	fx_icon_happiness.png	5	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_buildings_negative	fx_icon_happiness.png	600	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_buildings_positive	fx_icon_happiness.png	90	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_faction	fx_icon_happiness.png	5	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_factor_events	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_factor_other	fx_icon_happiness.png	5	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_factor_other_organize_games	fx_icon_happiness.png	5	fx_icon_happiness.png	campaign	true
troy_effect_campaign_happiness_indifference	fx_icon_happiness.png	600	fx_icon_happiness.png	campaign	true
troy_effect_campaign_horde_building_growth_core	fx_icon_growth.png	141	fx_icon_growth_negative.png	campaign	true
troy_effect_campaign_occupation_decision_colonise_cost_zero	military_spending.png	162	military_spending.png	campaign	true
troy_effect_campaign_preview_build_attritional_immunity		0		campaign	true
troy_effect_construction_time_mod_all	fx_icon_construction.png	100	fx_icon_construction.png	campaign	false
troy_effect_construction_time_mod_temples_all	fx_icon_construction.png	100	fx_icon_construction.png	campaign	false
troy_effect_damage_reduction_heroes	fx_icon_resistance_ward_save.png	100	fx_icon_resistance_ward_save.png	battle	true
troy_effect_deal_evaluation_all	fx_icon_diplomacy.png	100	fx_icon_diplomacy.png	campaign	true
troy_effect_decrees_favour_to_all	fx_icon_favour.png	100	fx_icon_favour.png	campaign	true
troy_effect_decrees_hecatomb_cost_mod	fx_icon_favour.png	30	fx_icon_favour.png	campaign	false
troy_effect_decrees_hecatomb_favour_mod	fx_icon_favour.png	40	fx_icon_favour.png	campaign	true
troy_effect_decrees_melee_attack_heavy_units	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_decrees_melee_attack_light_units	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_decrees_melee_attack_medium_units	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_decrees_melee_defence_heavy_units	fx_icon_defence.png	100	fx_icon_defence.png	campaign	true
troy_effect_decrees_melee_defence_light_units	fx_icon_defence.png	100	fx_icon_defence.png	campaign	true
troy_effect_decrees_melee_defence_medium_units	fx_icon_defence.png	100	fx_icon_defence.png	campaign	true
troy_effect_decrees_production_buildings_cost	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_decrees_production_buildings_time	fx_icon_construction.png	100	fx_icon_construction.png	campaign	false
troy_effect_decrees_production_buildings_time_ports	fx_icon_construction.png	100	fx_icon_construction.png	campaign	false
troy_effect_decrees_recruitment_heavy_units	fx_icon_resource_income.png	100	fx_icon_resource_upkeep.png	campaign	false
troy_effect_decrees_recruitment_light_units	fx_icon_resource_upkeep.png	100	fx_icon_resource_upkeep.png	campaign	false
troy_effect_decrees_recruitment_medium_units	fx_icon_resource_upkeep.png	100	fx_icon_resource_upkeep.png	campaign	false
troy_effect_diplomacy_strategic_threat_attitude_all_factions	fx_icon_diplomacy.png	145	fx_icon_diplomacy.png	campaign	true
troy_effect_diplomacy_strategic_threat_attitude_all_factions_major	fx_icon_diplomacy.png	145	fx_icon_diplomacy.png	campaign	true
troy_effect_diplomacy_strategic_threat_attitude_all_factions_minor	fx_icon_diplomacy.png	145	fx_icon_diplomacy.png	campaign	true
troy_effect_dlc1_amazon_horde_momentum_per_turn_dummy	dlc1_momentum_icon.png	1	fx_icon_charge.png	campaign	true
troy_effect_dlc1_amazon_horde_option_kill_captives_momentum	dlc1_momentum_icon.png	1	fx_icon_charge.png	campaign	true
troy_effect_dlc1_amazon_horde_option_raze_and_kill_momentum	dlc1_momentum_icon.png	1	fx_icon_charge.png	campaign	true
troy_effect_dlc1_cavalry_charge	fx_icon_charge.png	1	fx_icon_charge.png	battle	true
troy_effect_dlc1_cavalry_melee_attack	fx_icon_melee.png	1	fx_icon_melee.png	battle	true
troy_effect_dlc1_effect_character_stat_enable_discourage_attacks	fx_icon_discouraged.png	62	fx_icon_discouraged.png	battle	true
troy_effect_dlc1_effect_horde_unit_replenishment_hidden		0		campaign	true
troy_effect_dlc1_effect_sacred_settlement_big_culture	fx_icon_sacred_settlement.png	100	fx_icon_construction.png	campaign	true
troy_effect_dlc1_effect_sacred_settlement_small_culture	fx_icon_sacred_settlement.png	100	fx_icon_construction.png	campaign	true
troy_effect_dlc1_effect_stance_ambush_removal_hidden		0		campaign	true
troy_effect_dlc1_faction_amazons_add_culture_buildings	fx_icon_sacred_settlement.png	105	fx_icon_influence.png	campaign	true
troy_effect_dlc1_god_lineage_trait_favour_ares_dummy	fx_icon_favour.png	99	fx_icon_favour.png	campaign	true
troy_effect_dlc1_gods_hera_prayer_momentum_dummy	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_dlc1_hero_archer_ability_deadly_focus	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_archer_ability_deadly_focus_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_archer_ability_deadly_focus_spec_morale	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_archer_ability_deadly_focus_spec_reload	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_fighter_ability_battle_song	fx_icon_general_ability.png	601	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_fighter_ability_battle_song_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_fighter_ability_battle_song_spec_charge	fx_icon_general_ability.png	601	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_fighter_ability_battle_song_spec_melee_attack	fx_icon_general_ability.png	601	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_momentum_rank_4_ultimate_dummy	fx_icon_melee.png	100	fx_icon_melee.png	campaign	true
troy_effect_dlc1_hero_warlord_ability_none_left_standing	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_ability_none_left_standing_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_ability_none_left_standing_spec_melee_attack	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_ability_none_left_standing_spec_radius	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_embrace_of_ares	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_embrace_of_ares_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_embrace_of_ares_spec_block_chance	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_hero_warlord_embrace_of_ares_spec_charge	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_dlc1_horde_raze_campaign_movement_dummy	fx_icon_campaign_movement.png	1		campaign	true
troy_effect_dlc1_oath_available	fx_icon_blood_oath.png	1	fx_icon_blood_oath.png	campaign	true
troy_effect_economy_add_deposit_bronze	amber.png	1	amber.png	campaign	true
troy_effect_economy_add_deposit_gold	fx_icon_gold_income.png	1	fx_icon_gold_income.png	campaign	true
troy_effect_economy_add_deposit_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_barter_value_mod	fx_icon_resource_income.png	1	fx_icon_resource_upkeep.png	campaign	true
troy_effect_economy_building_upkeep_add_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_building_upkeep_add_food	fx_icon_food_income.png	1	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_building_upkeep_add_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_building_upkeep_add_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_building_upkeep_add_wood	fx_icon_wood_income.png	1	fx_icon_wood_upkeep.png	campaign	true
troy_effect_economy_buildings_add_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_buildings_add_food	fx_icon_food_income.png	1	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_buildings_add_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_buildings_add_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_buildings_add_wood	fx_icon_wood_income.png	1	fx_icon_wood_upkeep.png	campaign	true
troy_effect_economy_food_faction	fx_icon_food_income.png	0	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_food_production_inland_regions	fx_icon_food_income.png	101	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_food_production_sea_regions	fx_icon_food_income.png	101	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_gdp_mod_all	fx_icon_resource_income.png	162	fx_icon_resource_upkeep.png	campaign	true
troy_effect_economy_mining_add_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_mining_add_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_mining_add_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_mining_mod_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_mining_mod_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_mining_mod_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources	fx_icon_resource_income.png	1	fx_icon_resource_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources_flat_food	fx_icon_food_income.png	100	fx_icon_food_income.png	campaign	true
troy_effect_economy_mod_all_resources_flat_gold	fx_icon_resource_income.png	1	fx_icon_resource_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources_food	fx_icon_resource_income.png	1	fx_icon_resource_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_mod_all_resources_wood	fx_icon_wood_income.png	1	fx_icon_wood_income.png	campaign	true
troy_effect_economy_mod_bronze_buildings	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_mod_food	fx_icon_food_income.png	100	fx_icon_food_income.png	campaign	true
troy_effect_economy_mod_food_buildings	fx_icon_food_income.png	1	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_mod_food_influenced_province	fx_icon_food_income.png	100	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_mod_gold_buildings	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_mod_stone	fx_icon_stone_income.png	100	fx_icon_stone_income.png	campaign	true
troy_effect_economy_mod_stone_buildings	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_mod_wood	fx_icon_wood_income.png	100	fx_icon_wood_income.png	campaign	true
troy_effect_economy_mod_wood_buildings	fx_icon_wood_income.png	1	fx_icon_wood_upkeep.png	campaign	true
troy_effect_economy_other_add_bronze	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_other_add_food	fx_icon_food_income.png	1	fx_icon_food_upkeep.png	campaign	true
troy_effect_economy_other_add_gold	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_other_add_stone	fx_icon_stone_income.png	1	fx_icon_stone_upkeep.png	campaign	true
troy_effect_economy_other_add_wood	fx_icon_wood_income.png	1	fx_icon_wood_upkeep.png	campaign	true
troy_effect_economy_special_bronze_coitasma	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_special_bronze_ports	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_special_bronze_wood_market	fx_icon_bronze_income.png	1	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_economy_special_gold_boatyard	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_special_gold_coitasma	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_special_gold_mountain_colony	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_special_gold_ports	fx_icon_gold_income.png	1	fx_icon_gold_upkeep.png	campaign	true
troy_effect_economy_wood_faction	fx_icon_wood_income.png	0	fx_icon_wood_upkeep.png	campaign	true
troy_effect_enable_polyphemus	fx_icon_poseidon_gaf_positive.png	200	fx_icon_poseidon_gaf_positive.png	campaign	true
troy_effect_enemy_success_rate_agent_troy_immune	fx_icon_agent.png	100	fx_icon_agent.png	campaign	false
troy_effect_envoy_success_chance_mod	fx_icon_envoy.png	100	fx_icon_envoy.png	campaign	true
troy_effect_event_add_bronze	fx_icon_bronze_income.png	50	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_event_add_food	fx_icon_food_income.png	50	fx_icon_food_upkeep.png	campaign	true
troy_effect_event_add_gold	fx_icon_gold_income.png	50	fx_icon_gold_upkeep.png	campaign	true
troy_effect_event_add_stone	fx_icon_stone_income.png	50	fx_icon_stone_upkeep.png	campaign	true
troy_effect_event_add_wood	fx_icon_wood_income.png	50	fx_icon_wood_upkeep.png	campaign	true
troy_effect_faction_amazons_add_culture	fx_icon_influence.png	105	fx_icon_influence.png	campaign	true
troy_effect_faction_amazons_effect_hordebuilding_growth_core	fx_icon_growth.png	141	fx_icon_growth_negative.png	campaign	true
troy_effect_faction_diplomacy_achaeans	fx_icon_achaeans.png	1	fx_icon_achaeans.png	campaign	true
troy_effect_faction_diplomacy_athina	fx_icon_diplomacy.png	140	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_hector	fx_icon_diplomacy.png	100	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_hippolyta	fx_icon_diplomacy.png	140	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_knossos	fx_icon_achaeans.png	100	fx_icon_achaeans.png	campaign	true
troy_effect_faction_diplomacy_mycenae	fx_icon_diplomacy.png	100	fx_icon_achaeans.png	campaign	true
troy_effect_faction_diplomacy_paris	fx_icon_diplomacy.png	100	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_pelasgians	fx_icon_achaeans.png	100	fx_icon_achaeans.png	campaign	true
troy_effect_faction_diplomacy_penthesilea	fx_icon_diplomacy.png	140	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_sparta	fx_icon_diplomacy.png	140	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_thracians	fx_icon_diplomacy.png	101	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_diplomacy_troy	fx_icon_diplomacy.png	100	fx_icon_diplomacy.png	campaign	true
troy_effect_faction_growth_factionwide	fx_icon_growth.png	100	fx_icon_growth_negative.png	campaign	true
troy_effect_faction_happiness_from_military_presence	fx_icon_happiness.png	101	fx_icon_happiness.png	campaign	true
troy_effect_faction_happiness_in_all_own_territories	fx_icon_happiness.png	101	fx_icon_happiness.png	campaign	true
troy_effect_faction_influence_factionwide_organize_games	fx_icon_influence.png	100	fx_icon_influence.png	campaign	true
troy_effect_faction_influence_in_capitals_only	fx_icon_influence.png	101	fx_icon_influence.png	campaign	true
troy_effect_faction_mercenary_levy_can_recruit_from_local_hordes		0		campaign	true
troy_effect_faction_mercenary_levy_units_per_region_mod		0		campaign	true
troy_effect_faction_province_growth_building	fx_icon_growth.png	60	fx_icon_growth_negative.png	campaign	true
troy_effect_faction_public_order_difficulty_level	fx_icon_happiness.png	101	fx_icon_happiness.png	campaign	true
troy_effect_faction_replenishment_characters	fx_icon_replenishment.png	0	fx_icon_replenishment.png	campaign	true
troy_effect_faction_research_cost_mod		0	 	campaign	true
troy_effect_faction_research_rate_mod	fx_icon_technology.png	999	fx_icon_technology.png	campaign	true
troy_effect_faction_settlement_walls_hidden	fx_icon_construction.png	100	fx_icon_construction.png	campaign	true
troy_effect_faction_settlement_walls_really_hidden	fx_icon_construction.png	0	fx_icon_construction.png	campaign	false
troy_effect_faction_siege_equipment_enable		0		campaign	true
troy_effect_faction_unit_recruitment_points	fx_icon_unit_capacity.png	270	fx_icon_unit_capacity.png	campaign	true
troy_effect_faction_unit_recruitment_points_naval	navy.png	271	navy.png	campaign	true
troy_effect_faction_unrestricted_replenishment	fx_icon_replenishment.png	1	fx_icon_replenishment.png	campaign	true
troy_effect_fatigue_resistance_mod_stamina_melee_units	fx_icon_fatigue_positive.png	600	fx_icon_fatigue_negative.png	battle	false
troy_effect_favour_all_gods_enthropy	fx_icon_favour.png	100	fx_icon_favour.png	campaign	true
troy_effect_fm_achilles_not_greatest	fx_icon_achilles_warrior_not_greatest.png	100	fx_icon_achilles_warrior_not_greatest.png	campaign	true
troy_effect_fm_achilles_priestess_ritual_favour_mod	fx_icon_priest.png	101	fx_icon_priest.png	campaign	true
troy_effect_fm_aeneas_aeolian_blood	fx_icon_aeolians.png	144	fx_icon_aeolians.png	campaign	true
troy_effect_fm_aeneas_aeolian_blood_02	fx_icon_aeolians.png	144	fx_icon_aeolians.png	campaign	true
troy_effect_fm_aeneas_atrittion_high_seas_immunity	fx_icon_attrition.png	1	fx_icon_attrition.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_all_favour	fx_icon_favour.png	1	fx_icon_favour.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_all_units_morale	fx_icon_morale.png	1	fx_icon_morale.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_ancillaries	fx_icon_item_ability.png	1	fx_icon_ancillary.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_archer_speed	fx_icon_battle_movement.png	1	fx_icon_battle_movement.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_assaracus_hero_aura	fx_icon_morale.png	5	fx_icon_morale.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_captives	fx_icon_construction.png	1	fx_icon_construction.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_clubs_charge	fx_icon_charge.png	1	fx_icon_charge.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_clubs_rank	fx_icon_army.png	1	fx_icon_army.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_diplomacy_with_danaans	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_diplomacy_with_trojans	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_food	fx_icon_food_income.png	1	fx_icon_food_upkeep.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_hero_movement	fx_icon_battle_movement.png	1	fx_icon_battle_movement.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_loyalty	fx_icon_loyalty.png	6	fx_icon_loyalty.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_main_building_construction_time	fx_icon_construction.png	1	fx_icon_construction.png	campaign	false
troy_effect_fm_aeneas_speak_with_dead_morale_sea_battle	fx_icon_morale.png	1	fx_icon_morale.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_ranged_damage	fx_icon_ranged_damage.png	1	fx_icon_ranged_damage.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_resource_building_cost_reduction	fx_icon_construction.png	1	fx_icon_construction.png	campaign	false
troy_effect_fm_aeneas_speak_with_dead_spearmen_attack	fx_icon_melee.png	1	fx_icon_melee.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_spearmen_defence	fx_icon_defence.png	1	fx_icon_defence.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_swordsmen_fatigue_reduction	fx_icon_fatigue_positive.png	1	fx_icon_fatigue_negative.png	battle	false
troy_effect_fm_aeneas_speak_with_dead_swordsmen_melee_defense	fx_icon_defence.png	1	fx_icon_defence.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_swordsmen_speed	fx_icon_battle_movement.png	1	fx_icon_battle_movement.png	battle	true
troy_effect_fm_aeneas_speak_with_dead_trochilus_ancillary	fx_icon_item_ability.png	1	fx_icon_item_ability.png	campaign	true
troy_effect_fm_aeneas_speak_with_dead_wounded_time	fx_icon_wound_time.png	1	fx_icon_wound_time.png	campaign	false
troy_effect_fm_aeneas_speak_with_the_dead_agent_success	fx_icon_agent.png	1	fx_icon_agent.png	campaign	true
troy_effect_fm_hector_trojan_alliance_dummy_no_effects	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_fm_lelegan_religion_influence	fx_icon_leleges.png	100	fx_icon_leleges.png	campaign	false
troy_effect_fm_sarpedon_exotic_good_ancillaries_dummy	fx_icon_sarpedon_luxuries.png	100	fx_icon_sarpedon_luxuries.png	campaign	true
troy_effect_fm_spearmen_melee_defence	fx_icon_defence.png	1	fx_icon_defence.png	battle	true
troy_effect_fm_trojan_alliance_regions_or_less_dummy	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_fm_trojan_alliance_regions_or_more_dummy	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_food_income_per_coastal_region	fx_icon_food_income.png	100	fx_icon_food_upkeep.png	campaign	true
troy_effect_food_income_per_coastal_region_hidden	fx_icon_food_income.png	0	fx_icon_food_upkeep.png	campaign	true
troy_effect_god_morale_all_units_attacking_siege	fx_icon_morale.png	101	fx_icon_morale.png	battle	true
troy_effect_gods_add_bronze	fx_icon_bronze_income.png	100	fx_icon_bronze_upkeep.png	campaign	true
troy_effect_gods_add_food	fx_icon_food_income.png	100	fx_icon_food_upkeep.png	campaign	true
troy_effect_gods_add_gold	fx_icon_gold_income.png	100	fx_icon_gold_upkeep.png	campaign	true
troy_effect_gods_add_stone	fx_icon_stone_income.png	100	fx_icon_stone_upkeep.png	campaign	true
troy_effect_gods_add_wood	fx_icon_wood_income.png	100	fx_icon_wood_upkeep.png	campaign	true
troy_effect_gods_aristeia_chance_mod	fx_icon_aristea.png	101	fx_icon_aristea.png	battle	true
troy_effect_gods_aristeia_points_mod	fx_icon_aristea.png	101	fx_icon_aristea.png	battle	true
troy_effect_gods_aristeia_points_offensive_ambush_mod	fx_icon_aristea.png	101	fx_icon_aristea.png	battle	true
troy_effect_gods_build_time_capitals_only	fx_icon_construction.png	102	fx_icon_construction.png	campaign	false
troy_effect_gods_corybantes	fx_icon_hera_gaf_positive.png	100	fx_icon_hera_gaf_positive.png	campaign	true
troy_effect_gods_cost_mod_civil_buildings	fx_icon_resource_upkeep.png	100	fx_icon_resource_income.png	campaign	false
troy_effect_gods_damage_mod_enemy_when_we_attack	fx_icon_weapon_damage.png	101	fx_icon_weapon_damage.png	battle	false
troy_effect_gods_damage_mod_when_attacking_all	fx_icon_weapon_damage.png	101	fx_icon_weapon_damage.png	battle	true
troy_effect_gods_deal_evaluation_all_except_barter	fx_icon_diplomacy.png	100	fx_icon_diplomacy.png	campaign	true
troy_effect_gods_diplomacy_mod_with_all_subcultures	fx_icon_diplomacy.png	145	fx_icon_diplomacy.png	campaign	true
troy_effect_gods_enable_attribute_rampage	fx_icon_run_amok.png	620	fx_icon_run_amok.png	battle	false
troy_effect_gods_experience_for_all_agents_dummy	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_gods_favour_mod_aphrodite	fx_icon_aphrodite_gaf_positive.png	50	fx_icon_aphrodite_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_aphrodite_per_turn	fx_icon_aphrodite_gaf_positive.png	100	fx_icon_aphrodite_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_apollo	fx_icon_apollo_gaf_positive.png	50	fx_icon_apollo_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_apollo_chance	fx_icon_apollo_gaf_positive.png	100	fx_icon_apollo_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_apollo_per_turn	fx_icon_apollo_gaf_positive.png	100	fx_icon_apollo_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_ares	fx_icon_ares_gaf_positive.png	50	fx_icon_ares_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_ares_per_turn	fx_icon_ares_gaf_positive.png	100	fx_icon_ares_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_athena	fx_icon_athena_gaf_positive.png	50	fx_icon_athena_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_athena_per_turn	fx_icon_athena_gaf_positive.png	100	fx_icon_athena_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_hera	fx_icon_hera_gaf_positive.png	50	fx_icon_hera_gaf_positive.png	campaign	true
troy_effect_gods_favour_mod_hera_per_turn	fx_icon_hera_gaf_positive.png	100	fx_icon_hera_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_poseidon	fx_icon_poseidon_gaf_positive.png	50	fx_icon_poseidon_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_poseidon_per_turn	fx_icon_poseidon_gaf_positive.png	100	fx_icon_poseidon_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_zeus	fx_icon_zeus_gaf_positive.png	50	fx_icon_zeus_gaf_negative.png	campaign	true
troy_effect_gods_favour_mod_zeus_per_turn	fx_icon_zeus_gaf_positive.png	100	fx_icon_zeus_gaf_negative.png	campaign	true
troy_effect_gods_happiness_in_complete_province	fx_icon_happiness.png	101	fx_icon_happiness.png	campaign	true
troy_effect_gods_hero_personal_aura_size	fx_icon_general_ability.png	101	fx_icon_general_ability.png	battle	true
