key	text	tooltip
effects_description_troy_effect_building_hector_elites_rank_up	{{tr:effect_rank_up_faction_elites}}	true
effects_description_troy_effect_hero_fighter_ability_terrify_spec_range	"Terrify (Range)" specialisation	true
effects_description_troy_effect_hero_fighter_ability_overpower_replace	Replaces "Vanquish" ability	true
effects_description_troy_effect_hero_unit_speed	%+n% to battle speed of all units in Hero's army	true
effects_description_troy_effect_agent_envoy_upkeep_mod_passive	%+n% to upkeep cost of all units in the same region	true
effects_description_troy_effect_agent_movement_mod	%+n% to movement range 	true
effects_description_troy_dlc1_horde_building_cost_mod_temples_all	{{tr:troy_effect_text_building_cost_mod_temples_all}}	true
effects_description_troy_effect_agent_envoy_priestess_favour_all_gods	%+n% to favour of all the gods	true
effects_description_troy_effect_agent_gorgon_terrifying	Most of the enemy garrison flee at the sight of the gorgon	true
effects_description_troy_effect_add_outcome_agent_add_wood	{{tr:troy_effect_text_agent_add_wood}}	true
effects_description_troy_effect_building_unit_upgarde_hippomachoi_dummy	{{tr:troy_effect_initiation_rite_tr}} Hippomachoi	true
effects_description_troy_effect_hero_warlord_ability_cover_spec_toggle	"Shield Wall (Toggle)" specialisation	true
effects_description_troy_effect_army_battle_speed_movement_all_units	{{tr:troy_effect_text_army_battle_speed_movement_all_units}}	true
effects_description_troy_effect_army_myth_centaurs_upkeep	%+n% to upkeep cost of centaur units	true
effects_description_troy_effect_dlc1_hero_momentum_rank_4_ultimate_dummy	This army now has access to the "Blood Oath" ability	true
effects_description_troy_effect_agent_envoy_arrest_priest_mod	%+n% to chance of an envoy arresting a foreign priestess	true
effects_description_troy_effect_agent_cap_increase_priest	%+n to capacity for priestesses (up to 3)	true
effects_description_troy_effect_hero_campaign_lightning_strike	Enables night battle when attacking; target cannot receive reinforcements	true
effects_description_troy_dlc1_effect_building_centaur_pool_dummy	More tier %n centaurs are available for recruitment after razing their mythic settlements with this army	true
effects_description_troy_effect_hero_warlord_ability_armstice_spec_duration	"Truce (Duration)" specialisation	true
effects_description_troy_effect_hero_defender_shield_spec_area	"Shield Bash (Area)" specialisation	true
effects_description_troy_effect_hero_unit_ammunition_spec_attack_speed	%+n% to reload skill of missile units	true
effects_description_troy_effect_hero_achilles_declare_war_lycomedes_dummy	Declares war on Lycomedes	true
effects_description_troy_main_hero_campaign_income_raiding_attrition_spec_replenishment_dummy	%+n% to casualty replenishment when raiding	true
effects_description_troy_effect_faction_amazons_add_culture	%+n to culture per turn 	true
effects_description_troy_effect_building_diplomacy	%+n to diplomatic relations with the region owner	true
effects_description_troy_effect_faction_influence_factionwide_organize_games	{{tr:troy_effect_text_faction_influence_factionwide}}	true
effects_description_troy_effect_morale_mod_own_territory	%+n% to morale of all units in own territory	true
effects_description_troy_effect_agent_spy_enemy_success_rate_weird_bonus_value_1	%+n% to success rate of enemy agent actions due to agent's skill level	true
effects_description_troy_effect_hero_self_bloodthirst_replace	Replaces "Bloodthirst" ability	true
effects_description_troy_effect_hero_unit_charge_spec_shock	%+n% to charge of infantry units wielding two-handed weapons	true
effects_description_troy_effect_agent_enemy_success_chance_against_this_general_mod_2	%+n% success chance of enemy agent actions against this Hero	true
effects_description_troy_effect_economy_mining_add_stone	%+n to stone quarrying income per turn 	true
effects_description_troy_effect_hero_all_ability_divine_inspiration_replace	Replaces "Heavenly Inspiration" ability	true
effects_description_troy_effect_add_outcome_agent_spy_growth_all	{{tr:troy_effect_text_agent_spy_growth_all}}	true
effects_description_troy_trait_loyalty_battle_good_odds	 %+n to {{tr:troy_main_motivation}} after this Hero fights a battle against a weaker army	true
effects_description_troy_effect_achilles_gods_favour_mod_from_temples	Favour of the gods: %+n% from temples	true
effects_description_troy_effect_decrees_hecatomb_favour_mod	%+n to favour gained from a hecatomb	true
effects_description_troy_effect_building_unit_upgarde_warmaiden_dummy	{{tr:troy_effect_initiation_rite_tr}} Warmaidens	true
effects_description_troy_effect_building_achilles_elites_upkeep	%+n% to upkeep cost of Thessalian Marines and Champions of Phthia units	true
effects_description_troy_effect_damage_reduction_heroes	%+n% to damage resistance for Heroes	true
effects_description_troy_effect_faction_diplomacy_hector	%+n to diplomatic relations with Hector of Troy	true
effects_description_troy_agent_action_record_seer_own_settelement_success_mod	[PH] [hidden]	true
effects_description_troy_effect_hero_warlord_ability_insult	"Taunt" ability	true
effects_description_troy_main_effect_influence_factor_building_factionwide	{{tr:troy_effect_text_faction_influence_factionwide}}	true
effects_description_troy_effect_faction_diplomacy_knossos	%+n to diplomatic relations with Knossos	true
effects_description_troy_effect_hero_campaign_recruitment_capacity_spec_recruitment_capacity	%+n to recruitment capacity of Hero's army	true
effects_description_troy_effect_campaign_happiness_buildings_negative	{{tr:public_order_effect}}: %n	true
effects_description_troy_effect_dlc1_hero_warlord_ability_none_left_standing_spec_melee_attack	"None Left Standing (Melee Defence)" specialisation	true
effects_description_troy_effect_agent_priestess_divine_protection_athena	Favour of Athena: +2 per turn	true
effects_description_troy_effect_building_sarpedon_elites_upkeep	%+n% to upkeep cost of Lycian Winged Chariots, Heavy Axe Warriors and Khopesh Fighters units	true
effects_description_troy_effect_morale_mod_swords_axes	%+n% to morale of sword and axe units	true
effects_description_troy_effect_hero_self_missile_damage_spec_range	%+n% to missile range of Hero	true
effects_description_troy_dlc1_horde_building_cost_mod_military_buildings	%+n% to construction cost of all military buildings	true
effects_description_troy_effect_hero_all_ability_duel_duration	"Divine Challenge (Duration)" ability	true
effects_description_troy_effect_agent_gorgon_cursed_presence	[PH] [hidden]	true
effects_description_troy_effect_add_outcome_envoy_campaign_happiness	{{tr:troy_effect_text_hero_campaign_happiness}}	true
effects_description_troy_effect_priestess_ritual_favour_mod_aphrodite	%+n% {{tr:troy_effect_desc_favour_from_rituals_mod}} {{tr:hp_title_aphrodite}}	true
effects_description_troy_effect_agent_priestess_sacrifice	[PH] [hidden]	true
effects_description_troy_effect_hero_wound_recovery_time_mod_heroes_only	"Blessed Leaders" ability: %+n turns to recovery time of Heroes when wounded 	true
effects_description_troy_effect_add_outcome_agent_spy_enemy_settlement_public_order	{{tr:troy_effect_text_agent_spy_enemy_settlement_public_order}}	true
effects_description_troy_effect_add_outcome_agent_add_gold	{{tr:troy_effect_text_agent_add_gold}}	true
effects_description_troy_effect_hero_unit_missile_resistance_spec_melee_units	%+n% to missile resistance of shielded infantry units in Hero's army	true
effects_description_troy_effect_hero_self_cooldown	%+n% to cooldown time of activated abilities	true
effects_description_troy_effect_hero_warlord_ability_recuperate_replace	Replaces "Reinvigorate" ability	true
effects_description_troy_effect_agent_priestess_sacrifice_bad_omen_melee_defence_mod	%+n% to melee defence from bad omens	true
effects_description_troy_trait_loyalty_end_turn_no_temple_priest	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn in a region without a temple or priestess	true
effects_description_troy_effect_building_cost_mod_temple_buildings	{{tr:troy_effect_text_building_cost_mod_temples_all}}	true
effects_description_troy_effect_hero_self_hitpoints_spec_hitpoints	%+n% to hitpoints of Hero	true
effects_description_troy_effect_agent_critical_failure_not_wounded	{{tr:troy_effect_text_agent_critical_failure_not_wounded}}	true
effects_description_troy_effect_organize_games_edict_effects_mod	%+n% to all effects of Organise Games commandment	true
effects_description_troy_effect_gods_favour_mod_athena_per_turn	Favour of Athena: %+n per turn	true
effects_description_troy_trait_loyalty_fight_danaans	 %+n to {{tr:troy_main_motivation}} after this Hero wins a battle against a Danaan army 	true
effects_description_troy_effect_building_resource_stack_bronze_big_cheap	Foreign Traders: +1 big cheap bronze stack	true
effects_description_troy_effect_agent_instant_recovery_time_mod_agents_only	Instant recovery for agents when wounded 	true
effects_description_troy_effect_agent_envoy_hinder_settlement_influence	[PH] [hidden]	true
effects_description_troy_effect_hero_add_gold	%+n to gold income per turn	true
effects_description_troy_effect_hero_self_range_spec_superrange_attack_speed_reduction	%+n to attack speed of Hero	true
effects_description_troy_trait_loyalty_favour_poseidon	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn and {{tr:hp_title_poseidon}} is Respected by your faction	true
effects_description_troy_effect_army_ward_save_hero	"She Who Fights" ability: %+n% to damage resistance of all Heroes	true
effects_description_troy_effect_economy_building_upkeep_add_gold	%+n {{tr:troy_effect_gold_per_turn}}	true
effects_description_troy_effect_fatigue_resistance_mod_stamina_melee_units	%+n% fatigue for melee units during battle	true
effects_description_troy_effect_hero_defender_ability_second_wind_spec_rage	"Divine Regeneration (Rage)" specialisation	true
effects_description_troy_effect_economy_building_upkeep_add_food	%+n {{tr:troy_effect_food_per_turn}}	true
effects_description_troy_effect_hero_archer_ability_escape_spec_cd	"Escape (Cooldown)" specialisation	true
effects_description_troy_effect_diplomacy_strategic_threat_attitude_all_factions	Moderate {{tr:strategic_threat_diplomatic_penalty_effect}}	true
effects_description_troy_effect_agent_envoy_hinder_movement_plant_informant_chance_mod	%+n% to success chance of an envoy action against characters	true
effects_description_troy_effect_hero_self_melee_attack_spec_swordsmen	%+n to melee damage of Hero against sword units	true
effects_description_troy_effect_building_unit_upgarde_furies_dummy	{{tr:troy_effect_initiation_rite_tr}} Furies	true
effects_description_troy_effect_building_morale_all	%+n to morale of all units trained in this province	true
effects_description_troy_effect_technology_recruitment_cost_envoys	%+n% to recruitment cost of all agents	true
effects_description_troy_dlc1_hero_unit_experience_spec_ranged	%+n% to experience received in battle for all missile units	true
effects_description_troy_effect_horde_agent_envoy_hinder_settlement	[PH] [hidden]	true
effects_description_troy_effect_agent_seer_equalize_god_favour_character	[PH] [hidden]	true
effects_description_troy_effect_building_recruitment_rank_spartoi	%+n to recruit rank of Spartoi	true
effects_description_troy_effect_hero_unit_aeneas_knights_vow_spec_melee	%+n% to upkeep cost of Aeneas' elite shielded infantry units	true
effects_description_troy_dlc1_hero_campaign_treasures_battle_spec_siege_dummy	Gain Amazon treasures after capturing any settlement	true
effects_description_troy_effect_dlc1_hero_fighter_ability_battle_song_spec_melee_attack	"Song of Battle (Melee Attack)" specialisation	true
effects_description_troy_effect_hero_unit_missile_damage_spec_friendly_fire	Grants accuracy to missile units in Hero's army and reduces friendly-fire	true
effects_description_troy_effect_hero_self_hitpoints	%+n% to hitpoints of Hero	true
effects_description_troy_effect_technology_diplomacy_amazons	%+n to diplomatic relations with the Amazons	true
effects_description_troy_effect_event_add_bronze	%+n {{tr:troy_effect_bronze_per_turn}}	true
effects_description_troy_effect_hero_self_ranged_attack_spec_damage	%+n% missile damage to missile attack of Hero	true
effects_description_troy_effect_faction_diplomacy_penthesilea	%+n to diplomatic relations with Penthesilea's Amazons	true
effects_description_troy_effect_agent_envoy_arrest_spy_dummy_enabled	Enables the "Denounce Treachery" agent action	true
effects_description_troy_effect_agent_envoy_upkeep_own_armies	[PH] [hidden]	true
effects_description_troy_effect_hero_campaign_recruitment_cost_spec_shock	%+n% to recruitment cost of infantry units wielding two-handed weapons	true
effects_description_troy_effect_building_unit_upgarde_daughters_of_ares_dummy	{{tr:troy_effect_initiation_rite_tr}} Daughters of Ares	true
effects_description_troy_dlc1_effect_building_giant_pool_dummy	More tier %n giants are available for recruitment after razing their mythic settlements with this army	true
effects_description_troy_effect_add_outcome_hero_campaign_agent_recruitment_rank	{{tr:troy_effect_text_hero_campaign_agent_recruitment_rank}}	true
effects_description_troy_effect_hero_campaign_wounded_time_spec_character_upkeep	%+n% to upkeep cost of all Heroes factionwide	true
effects_description_troy_effect_building_agamemnon_elites_upkeep	%+n% to upkeep cost of Shielded Spearmen, Club Warriors and Light Javelinmen	true
effects_description_troy_effect_hero_self_vanguard_spec_stalk	Grants "Stalk" specialisation to Hero	true
effects_description_troy_effect_agent_envoy_movement_mod_armies_enemy	{{tr:troy_effect_text_agent_envoy_movement_mod_armies_enemy}}	true
effects_description_troy_effect_hero_defender_ability_dread_of_ares_spec_missile_vulnerability	"Dread of Ares (Missile Vulnerability)" specialisation	true
effects_description_troy_trait_loyalty_peace_neighbour	 %+n to {{tr:troy_main_motivation}} after signing a peace treaty with a neighbouring faction	true
effects_description_troy_effect_hero_all_ability_ignore_pain_spec_duration	"Pain Barrier (Duration)" specialisation	true
effects_description_troy_effect_horde_agent_satyr_effect_war_stories	[PH] [hidden]	true
effects_description_troy_effect_building_ammunition_on_recruitment	%+n% to ammunition for all units on recruitment	true
effects_description_troy_effect_hero_self_sunder	%+n to armour-sundering damage of Hero	true
effects_description_troy_effect_buildings_bronze_from_vassals	%+n {{tr:troy_effect_bronze_per_turn}} per vassal	true
effects_description_troy_effect_army_campaign_ambush_defence_success_chance	{{tr:troy_effect_text_army_campaign_ambush_defence_success_chance}}	true
effects_description_troy_effect_campaign_agent_action_failure_cost_mod	[HIDDEN] Set to -50 to remove agent action failure cost reduction	true
effects_description_troy_effect_hero_fighter_ability_blood_sacrifice_spec_cost	"Blood Sacrifice (Cost)" specialisation	true
effects_description_troy_effect_fm_lelegan_religion_influence	%+n Lelegan influence	true
effects_description_troy_effect_hero_fighter_ability_bow_to_the_moirai	"Threads of Fate" ability	true
effects_description_troy_effect_building_paris_elites_missile_damage	%+n% to missile damage of all Trojan Nobles and Archer Chariots units	true
effects_description_troy_effect_building_resource_stack_bronze_medium_average	Foreign Traders: +1 medium average bronze stack	true
effects_description_troy_effect_hero_defender_ability_care_for_fallen	"Favour of Asclepius" ability	true
effects_description_troy_effect_gods_heroes_unwavering	All Heroes are unbreakable in battle	true
effects_description_troy_effect_hero_fighter_ability_throw_spear_spec_fast	"Olympian Throw (Cooldown)" specialisation	true
effects_description_troy_effect_ancillary_melee_defence_giant_units	%+n% to melee defence of giant units in Hero's army	true
effects_description_troy_effect_hero_fighter_ability_jump_in_battle	"Ares' Gift" ability	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_swordsmen_fatigue_reduction	%+n% to fatigue of sword units	true
effects_description_troy_effect_army_effect_morale_mod	{{tr:troy_effect_text_army_effect_text_morale_mod}}	true
effects_description_troy_effect_agent_seer_available	Enables recruitment of a seer	true
effects_description_troy_effect_dlc1_hero_archer_ability_deadly_focus_spec_morale	"Deadly Focus (Morale)" specialisation	true
effects_description_troy_effect_technology_melee_defence_spearmen	%+n% to melee defence of spear units	true
effects_description_troy_effect_technology_horde_upgrade_cost_cavalry	%+n% cost for initiation rites of a unit to a cavalry unit	true
effects_description_troy_effect_army_charge_all_units	%+n to charge of all units	true
effects_description_troy_effect_hero_fighter_ability_throw_spear_replace	Replaces "Olympian Throw" ability	true
effects_description_troy_effect_technology_public_order_from_technology	%+n to happiness in own provinces	true
effects_description_troy_effect_hero_aura_morale_mod	%+n to morale of all units in Hero's aura	true
effects_description_troy_effect_hero_archer_ability_poison_attacks	"Poison Attacks" ability	true
effects_description_troy_effect_hero_ability_challenge	"Divine Challenge" ability	true
effects_description_troy_effect_hero_unit_armour_spec_missile_units	%+n to armour of missile units in Hero's army	true
effects_description_troy_effect_campaign_happiness_buildings_positive	{{tr:public_order_effect}}: %+n	true
effects_description_troy_effect_building_resource_stack_food_small_cheap	Foreign Traders: +1 small cheap food stack	true
effects_description_troy_effect_hero_defender_bulwark	"Fortify" ability	true
effects_description_troy_effect_decrees_melee_attack_heavy_units	%+n% to melee attack of all heavy infantry units	true
effects_description_troy_effect_agent_envoy_plant_informant_duration_mod	%+n turns to the duration of the "Deliberation" agent action effects	true
effects_description_troy_effect_hero_fighter_ability_overpower	"Vanquish" ability	true
effects_description_troy_effect_agent_priestess_divine_protection_hera_up_zeus_down	Favour of Hera: +4 per turn, Favour of Zeus: -2 per turn	true
effects_description_troy_effect_replenihsment_in_encampment_dummy	%+n% to casualty replenishment while in Encamp stance	true
effects_description_troy_effect_agent_priestess_divine_protection_aphrodite	Favour of Aphrodite: +2 per turn	true
effects_description_troy_effect_gods_add_bronze	%+n to bronze production per turn in regions already producing bronze	true
effects_description_troy_effect_hero_fighter_ability_jump_in_battle_spec_armour	"Ares' Gift (Armour)" specialisation	true
effects_description_troy_trait_loyalty_battle_alone	 %+n to {{tr:troy_main_motivation}} after fighting a battle with this Hero with no reinforcements	true
effects_description_troy_effect_event_add_gold	%+n {{tr:troy_effect_gold_per_turn}} 	true
effects_description_troy_effect_army_melee_defence_mod_all	{{tr:troy_effect_text_army_melee_defence_mod_all}}	true
effects_description_troy_effect_building_unit_upgarde_styganores_dummy	{{tr:troy_effect_initiation_rite_tr}} Styganores	true
effects_description_troy_effect_agent_envoy_plant_informant_cannot_fail	"Deliberation" agent action cannot fail	true
effects_description_troy_effect_army_campaign_movement_mod_fleets	%+n% to campaign movement range at sea	true
effects_description_troy_effect_add_outcome_army_melee_defence_mod_all_enemy_units	{{tr:troy_effect_text_army_melee_defence_mod_all_enemy_units}}	true
effects_description_troy_effect_hero_campaign_agent_recruitment_rank	{{tr:troy_effect_text_hero_campaign_agent_recruitment_rank}}	true
effects_description_troy_effect_agent_priestess_divine_protection_athena_up_ares_down	Favour of Athena: +4 per turn, Favour of Ares: -2 per turn	true
effects_description_troy_effect_hero_archer_ability_born_with_the_bow_replace	Replaces "Centaur Drill" ability	true
effects_description_troy_effect_add_outcome_army_weapon_damage_mod_mult	{{tr:troy_effect_text_army_weapon_damage_mod_mult}}	true
effects_description_troy_effect_building_battle_speed_corybantes	%+n% to battle speed of all Corybantes	true
effects_description_troy_effects_army_weapon_damage_swords_mod	%+n to weapon damage of sword units	true
effects_description_troy_effect_fm_aeneas_speak_with_dead_swordsmen_melee_defense	%+n% to melee defence of sword units	true
effects_description_troy_effect_hero_fighter_ability_focused_strikes_spec_less_reduction	"Divine Focus (Attack Speed)" specialisation	true
effects_description_troy_effect_hero_campaign_raiding	%+n% to income from raiding	true
effects_description_troy_effect_building_enemy_success_rate_mod	%+n% to success rate of enemy agent actions	true
effects_description_troy_effect_technology_effect_add_food	%+n {{tr:troy_effect_food_per_turn}}	true
effects_description_troy_effect_decrees_production_buildings_time_ports	%+n to construction time of all port buildings	true
effects_description_troy_effect_agent_priestess_divine_protection_hera	Favour of Hera: +2 per turn	true
effects_description_troy_effect_hero_unit_armour	%+n to armour of all units in Hero's army	true
effects_description_troy_effect_hero_archer_ability_relentless_pursuit_replace	Replaces "Flights of Artemis" ability	true
effects_description_troy_effect_hero_unit_melee_defence	%+n to melee defence of all units in Hero's army	true
effects_description_troy_effect_hero_ability_challenge_spec_duration	"Divine Challenge" specialisation: increased duration	true
effects_description_troy_effect_gods_melee_defence_all_units_defending_siege	"Protector of Cities" ability: %+n% to melee defence of all units when under siege	true
effects_description_troy_effect_hero_unit_melee_attack_spec_sword	%+n to melee attack of sword units in Hero's army	true
effects_description_troy_effect_army_missile_damage_mod_slingers	%+n% to missile damage of slingers	true
effects_description_troy_effect_agent_envoy_influence_own_settlement_mod_factor_character	{{tr:agent_action_envoy_influence_own_settlement_mod}}	true
effects_description_troy_effect_economy_special_bronze_ports	%+n to bronze income per turn from sea trade	true
effects_description_troy_effect_hero_defender_shield_bash_replace	Replaces "Shield Bash" ability	true
effects_description_troy_effect_hero_fighter_ability_throw_spear_spec_dmg	"Olympian Throw (Damage)" specialisation	true
effects_description_troy_effect_technology_recruitment_cost_ranged	%+n% to recruitment cost of all missile units	true
effects_description_troy_effect_hero_fighter_ability_blood_sacrifice	"Blood Sacrifice" ability	true
effects_description_troy_effect_add_outcome_army_recruitment_cost_mod_all_army_units	{{tr:troy_effect_text_army_recruitment_cost_mod_all_army_units}}	true
effects_description_troy_effect_agent_priestess_ritual_enemy	[PH] [hidden]	true
effects_description_troy_effect_agent_enemy_success_rate_agent_ids	%+n% to success rate of enemy agent actions	true
effects_description_troy_trait_loyalty_ransom_captives	 %+n to {{tr:troy_main_motivation}} after this Hero ransoms captives	true
effects_description_troy_effect_hero_fighter_ability_bow_to_the_moirai_replace	Replaces "Threads of Fate" ability	true
effects_description_troy_trait_loyalty_army_small	 %+n to {{tr:troy_main_motivation}} if this Hero ends turn leading an army of 15 units or less	true
effects_description_troy_effect_army_battle_speed_movement_melee_cav_chariot	%+n% to battle speed of melee, mounted and chariot units	true
effects_description_troy_effect_hero_warlord_ability_battle_cry_spec_morale	"Ares' Thunder (Morale)" specialisation	true
effects_description_troy_effect_fm_achilles_not_greatest	Defeat all challengers to earn recognition as a living legend!	true
effects_description_troy_effect_buildings_wood_from_vassals	%+n {{tr:troy_effect_wood_per_turn}} per vassal	true
effects_description_troy_effect_building_achilles_elites_upkeep_provincewide	%+n% to upkeep of Achilles' elite units	true
effects_description_troy_effect_decrees_melee_attack_medium_units	%+n% to melee attack of all medium infantry units	true
effects_description_troy_effect_hero_campaign_ambush_success_spec_bonuses_attack	Increases the melee attack of units by %+n% when ambushing	true
effects_description_troy_effect_agent_priestess_divine_protection_artemis	Favour of Artemis: +2 per turn	true
effects_description_troy_trait_loyalty_end_turn_own_allied_region_no_enemy_territory	 %+n to {{tr:troy_main_motivation}} after this Hero ends turn in their own or in an allied region with no adjacent enemy territory	true
effects_description_troy_trait_loyalty_end_turn_immobile	 %+n to {{tr:troy_main_motivation}} if this Hero ends the turn garrisoned or encamped	true
effects_description_troy_effect_economy_mod_all_resources_bronze	%+n% {{tr:troy_effect_bronze_per_turn}}	true
effects_description_troy_effect_agent_action_hinder_settlement_establish_supply_base_cost_mod_hidden	[PH] [hidden]	true
effects_description_troy_effect_hero_all_ability_throw_rock_replace	Replaces "Heraclean Throw" ability	true
effects_description_troy_effect_hero_agamemnon_unit_knights_vow_spec_missile	%+n% to upkeep cost of Agamemnon's elite missile units	true
effects_description_troy_effect_building_menelaus_recruitment_cost_foreign_units	 %+n% to recruitment cost of foreign units (not present in Menalaus' roster)	true
effects_description_troy_effect_hero_campaign_stalk_spec_speed	%+n% to army battle speed during ambushes	true
effects_description_troy_effect_hero_warlord_ability_insult_spec_duration	"Taunt (Duration)" specialisation	true
effects_description_troy_effect_hero_defender_ability_set_example_spec_morale	"Lead by Example (Morale)" specialisation	true
effects_description_troy_effect_economy_gdp_mod_all	%+n% to income from all buildings	true
effects_description_troy_effect_happiness_per_alliance	%+n to happiness per defensive or military alliance, up to 5	true
effects_description_troy_effect_army_campaign_movement_mod_armies_enemy	%+n% to campaign movement range of enemy armies	true
effects_description_troy_effect_gods_favour_mod_ares_per_turn	Favour of Ares: %+n per turn	true
effects_description_troy_effect_ancillary_armour_mod_all_units_siege	%+n to armour of all units while besieging	true
effects_description_troy_effect_economy_mining_mod_stone	{{tr:troy_effect_text_economy_mining_mod_stone}}	true
effects_description_troy_effect_agent_spy_assassinate_enemy_success_chance_mod	%+n% to success chance of incapacitating enemy characters	true
effects_description_troy_effect_hero_defender_ability_hallowed_ground_spec_area	"Hallowed Ground (Area)" specialisation	true
effects_description_troy_effect_hero_campaign_upkeep_spec_archers	%+n% to upkeep cost of archer units in Hero's army	true
effects_description_troy_main_hero_campaign_sacking_razing_spec_replenishment_dummy	%+n% to casualty replenishment when sacking	true
effects_description_troy_effect_hero_archer_precise_shot_replace	Replaces "Apollo's Aim" ability	true
effects_description_troy_effect_hero_defender_shield_spec_damage	"Shield Bash (Dmg)" specialisation	true
effects_description_troy_effect_building_unit_upgarde_mounted_huntresses_dummy	{{tr:troy_effect_initiation_rite_tr}} Mounted Huntresses	true
effects_description_troy_effect_economy_mining_add_bronze	%+n to bronze production income per turn	true
effects_description_troy_trait_loyalty_province_organised_games	 %+n to {{tr:troy_main_motivation}} after this Hero ends the turn in an owned province with organised games	true
effects_description_troy_effect_army_charge_bonus_mod_when_attacking_all	%+n% to charge bonus of all armies when attacking	true
effects_description_troy_effect_agent_priestess_persuade_envoy_mod	%+n% to chance of priestess persuading an envoy to leave	true
effects_description_troy_effects_ancillary_melee_attack_spartoi	%+n% to melee attack of Spartoi units	true
effects_description_troy_effect_agent_priestess_divine_protection_apollo_up_artemis_down	Favour of Apollo: +4 per turn, Favour of Artemis: -2 per turn	true
effects_description_troy_trait_loyalty_region_lose	 %+n to {{tr:troy_main_motivation}} after your faction loses a region	true
effects_description_troy_effect_gods_happiness_in_complete_province	%+n to happiness of each complete province	true
effects_description_troy_effect_economy_mod_food_influenced_province	%+n% {{tr:troy_effect_food_per_turn}} in provinces with {{tr:troy_main_building_high_influence}}	true
effects_description_troy_effect_building_global_recruitment_hector_dummy	Grants access to global recruitment of Guards of Troy and Heavy Shock Spears units	true
effects_description_troy_effect_army_melee_attack_mod_all_enemy_army	{{tr:troy_effect_text_army_melee_attack_mod_all_enemy_army}}	true
effects_description_troy_effect_hero_unit_melee_attack_spec_sword_mod	%+n% to melee attack of sword units in Hero's army	true
effects_description_troy_dlc1_hero_unit_melee_attack_to_blood_oath_units	%+n% to melee attack for Bloodsworn units	true
effects_description_troy_effect_hero_all_ability_throw_rock_spec_area	"Heraclean Throw (Damage)" specialisation	true
effects_description_troy_effect_hero_archer_ability_strafe_spec_dmg	"Strafe (Damage)" specialisation	true
effects_description_troy_effect_add_outcome_army_melee_defence_mod_all	{{tr:troy_effect_text_army_melee_defence_mod_all}}	true
effects_description_troy_effect_campaign_happiness_factor_other	{{tr:public_order_effect}}: %+n	true
effects_description_troy_effect_hero_archer_ability_relentless_pursuit_spec_cost	"Flights of Artemis (Cost)" specialisation	true
effects_description_troy_effect_hero_archer_ability_strafe_replace	Replaces "Strafe" ability	true
effects_description_troy_effect_building_paris_organize_feast	%+n% to the cost of organising a feast for Helen in this region	true
effects_description_troy_effect_economy_mod_all_resources_gold	%+n% {{tr:troy_effect_gold_per_turn}}	true
effects_description_troy_effect_hero_achilles_unit_knights_vow_spec_melee	%+n% to upkeep cost of Achilles' elite shielded infantry units	true
effects_description_troy_effect_building_charge_on_recruitment	%+n% to charge on recruitment of units in this province	true
effects_description_troy_effect_hero_warlord_ability_rallying_cry_spec_cooldown	"Rallying Cry (Cooldown)" specialisation	true
effects_description_troy_effect_add_outcome_army_campaign_ambush_defence_success_chance	{{tr:troy_effect_text_army_campaign_ambush_defence_success_chance}}	true
effects_description_troy_effect_dlc1_effect_sacred_settlement_small_culture	%+n Amazon treasures per turn (Hippolyta's faction only).	true
effects_description_troy_effect_army_recruitment_cost_mod_all_army_units	{{tr:troy_effect_text_army_recruitment_cost_mod_all_army_units}}	true
effects_description_troy_effect_building_unit_upgarde_followers_of_artemis_dummy	{{tr:troy_effect_initiation_rite_tr}} Followers of Artemis	true
effects_description_troy_effect_agent_envoy_compromised_maps_cannot_fail	"Lead Astray" agent action cannot fail	true
effects_description_troy_effect_priestess_ritual_cost_mod	%+n% to action cost for Ritual of Exaltation	true
effects_description_troy_effect_ancillary_recruitment_cost_spartoi	%+n% to recruitment cost of Spartoi	true
effects_description_troy_effect_faction_province_growth_building	%+n to growth	true
effects_description_troy_effect_fm_aeneas_aeolian_blood_02	Up to %+n to happiness in provinces scaling with local Aeolian influence	true
effects_description_troy_trait_loyalty_battle_not_reinforce	 %+n to {{tr:troy_main_motivation}} after this Hero wins a battle but not as part of a reinforcing army	true
effects_description_troy_effect_immortality_hidden	This Hero is immortal	true
effects_description_troy_main_effect_influence_factor_technology	{{tr:agent_action_envoy_influence_own_settlement_mod}}	true
effects_description_troy_effect_army_navy_morale	%+n% to morale when fighting at sea	true
effects_description_troy_effect_gods_favour_mod_hera_per_turn	Favour of Hera: %+n per turn	true
effects_description_troy_effect_army_replenishment_rate_all	%+n% to casualty replenishment rate of all armies	true
effects_description_troy_effect_campaign_ai_mod_build_time_percentage_hidden	[HIDDEN]	true
effects_description_troy_effect_event_add_wood	%+n {{tr:troy_effect_wood_per_turn}}	true
effects_description_troy_effect_agent_priestess_sacrifice_good_omen_morale_mod	%+n% to morale from good omens	true
effects_description_troy_effect_hero_archer_ability_apollos_rain	"Apollo's Rain" ability	true
effects_description_troy_effect_hero_fighter_ability_focused_strikes_replace	Replaces "Divine Focus" ability	true
effects_description_troy_effect_agent_envoy_enable_force_army_retreat	[PH] PH Desc	true
effects_description_troy_effect_agent_spy_assassinate_enemy_cost_mod	%+n% to cost of assassination actions	true
